name,publisher,intelligence,strength,speed,durability,power,combat,full_name,creator,alignment,gender,race,height,weight,eye_color,hair_color,skin_color,super_strength,stamina,durable,super_speed,agility,flight,accelerated_healing,reflexes,intelligent,energy_blasts,stealth,marksmanship,invulnerability,longevity,weapons_master,telepathy,enhanced_senses,force_fields,energy_absorption,enhanced_hearing,teleportation
Exodus,Marvel Comics,85,85,30,30,100,70,Bennet du Paris,Marvel Comics,bad,Male,Mutant,183,88,Blue,Black,Red,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
Fabian Cortez,Marvel Comics,NA,NA,NA,NA,NA,NA,Fabian Cortez,Marvel Comics,bad,NA,NA,196,96,Blue,Brown,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Falcon,Marvel Comics,75,15,50,30,25,65,Samuel Thomas Wilson,Marvel Comics,good,Male,Human,188,108,Brown,Black,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Feral,Marvel Comics,75,30,45,30,30,70,Maria Callasantos,Marvel Comics,good,NA,NA,175,50,Yellow (without irises),Orange / White,NA,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Fin Fang Foom,Marvel Comics,80,85,25,100,75,70,NA,Marvel Comics,good,Male,Kakarantharaian,975,18,Red,No Hair,Green,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Firebird,Marvel Comics,75,10,40,15,100,45,Bonita Juarez,Marvel Comics,good,Female,NA,165,56,Brown,Black,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Firelord,Marvel Comics,75,65,75,90,55,30,Pyreus Kril,Marvel Comics,good,NA,NA,193,99,White,Yellow,NA,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Firestar,Marvel Comics,80,10,55,55,75,35,Angelica Jones,Marvel Comics,good,Female,Mutant,173,56,Green,Red,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Firestorm,DC Comics,80,55,60,60,100,45,Jason Rusch,DC Comics,good,Male,NA,0,0,Brown,Black,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Firestorm,DC Comics,75,80,60,80,100,40,Ronald Raymond,DC Comics,good,Male,Human,188,91,Blue,Auburn,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Flash,DC Comics,85,10,100,50,70,35,Jason Peter Garrick,DC Comics,good,Male,Human,180,81,Blue,Brown / White,NA,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
Flash II,DC Comics,95,50,100,60,100,60,Bartholomew Henry Allen,DC Comics,good,Male,Human,183,88,Blue,Blond,NA,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
Flash III,DC Comics,85,10,100,60,100,35,Wallace Rudolph West,DC Comics,good,Male,Human,183,86,NA,NA,NA,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Flash IV,DC Comics,85,10,100,35,100,50,Bartholomew Allen II,DC Comics,good,Male,Human,157,52,Yellow,Auburn,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Forge,Marvel Comics,85,10,15,30,25,50,NA,Marvel Comics,good,NA,NA,183,81,Brown,Black,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Franklin Richards,Marvel Comics,85,80,50,60,100,50,Franklin Benjamin Richards,Marvel Comics,good,Male,Mutant,142,45,Blue,Blond,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Frenzy,Marvel Comics,85,55,35,100,40,55,Joanna Cargill,Marvel Comics,bad,Female,NA,211,104,Brown,Black,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Frigga,Marvel Comics,75,80,50,85,85,65,Frigga,Marvel Comics,good,Female,NA,180,167,Blue,White,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Galactus,Marvel Comics,100,100,85,100,100,50,Galan,Marvel Comics,neutral,Male,Cosmic Entity,876,16,Black,Black,NA,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
Gambit,Marvel Comics,85,10,25,30,55,85,Remy Etienne LeBeau,Marvel Comics,good,Male,Mutant,185,81,Red,Brown,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Gamora,Marvel Comics,90,85,45,85,55,100,Gamora Zen Whoberi Ben Titan,Marvel Comics,good,Female,Zen-Whoberian,183,77,Yellow,Black,Green,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Genesis,Marvel Comics,80,75,75,70,80,65,Tyler Dayspring,Marvel Comics,good,Male,NA,185,86,Blue,Blond,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Ghost Rider,Marvel Comics,80,55,25,100,100,60,Jonathan Blaze,Marvel Comics,good,Male,Demon,188,99,Red,No Hair,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Giganta,DC Comics,95,90,25,85,35,45,Doris Zuel,DC Comics,bad,Female,NA,62.5,630,Green,Red,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Gladiator,Marvel Comics,80,100,100,100,80,70,Kallark,Marvel Comics,neutral,Male,Strontian,198,268,Blue,Blue,Purple,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Goblin Queen,Marvel Comics,90,10,25,30,65,60,Madelyne Jennifer Pryor,Marvel Comics,bad,Female,NA,168,50,Green,Red,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Goku,Shueisha,80,100,75,90,100,100,Kakarot,Shueisha,good,Male,Saiyan,175,62,NA,NA,NA,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Goliath IV,Marvel Comics,NA,NA,NA,NA,NA,NA,William Barrett Foster,Marvel Comics,good,Male,NA,183,90,Brown,Black,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Gorilla Grodd,DC Comics,95,55,35,70,100,65,Grodd,DC Comics,bad,Male,Gorilla,198,270,Yellow,Black,NA,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
Granny Goodness,DC Comics,100,100,90,100,95,100,NA,DC Comics,bad,Female,NA,178,115,Blue,White,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Gravity,Marvel Comics,80,35,35,40,70,30,Greg Willis,Marvel Comics,good,Male,Human,178,79,Blue,Brown,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Green Arrow,DC Comics,95,15,35,30,40,90,Oliver Jonas Queen,DC Comics,good,Male,Human,188,88,Green,Blond,NA,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Green Goblin,Marvel Comics,100,50,40,60,50,50,Norman Virgil Osborn,Marvel Comics,bad,Male,Human,180,83,Blue,Auburn,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Green Goblin II,Marvel Comics,90,55,40,50,45,30,Harold Osborn,Marvel Comics,bad,Male,NA,178,77,Blue,Auburn,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Green Goblin III,Marvel Comics,NA,NA,NA,NA,NA,NA,Barton Hamilton,Marvel Comics,good,Male,NA,183,88,NA,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Green Goblin IV,Marvel Comics,90,90,85,80,65,75,Phillip Benjamin Urich,Marvel Comics,good,Male,NA,178,79,Green,Brown,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Groot,Marvel Comics,90,85,35,70,100,65,Groot,Marvel Comics,good,Male,Flora Colossus,701,4,Yellow,NA,NA,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Han Solo,George Lucas,80,10,20,20,45,60,Han Solo,George Lucas,good,Male,Human,183,79,Brown,Brown,NA,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Harley Quinn,DC Comics,95,15,35,65,55,80,Harleen Francis Quinzel,DC Comics,bad,Female,Human,170,63,Blue,Blond,NA,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Havok,Marvel Comics,85,10,25,60,75,45,Alexander Summers,Marvel Comics,good,Male,Mutant,183,79,Blue,Blond,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Hawk,DC Comics,75,40,35,95,45,45,Henry Hall,DC Comics,good,Male,NA,185,89,Red,Brown,NA,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Hawkeye,Marvel Comics,80,15,25,10,30,80,Clinton Francis Barton,Marvel Comics,good,Male,Human,191,104,Blue,Blond,NA,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Hawkeye II,Marvel Comics,80,10,10,10,25,50,Katherine Elizabeth Bishop,Marvel Comics,good,Female,Human,165,57,Blue,Black,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Hawkgirl,DC Comics,80,30,55,100,100,75,Kendra Saunders,DC Comics,good,Female,NA,175,61,Green,Red,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Hawkman,DC Comics,90,40,60,75,85,80,Carter Hall,DC Comics,good,Male,Alien,185,88,Blue,Brown,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Heat Wave,DC Comics,75,10,20,45,30,30,Mick Rory,DC Comics,bad,Male,Human,180,81,Blue,No Hair,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Hela,Marvel Comics,85,100,50,100,100,45,NA,Marvel Comics,bad,Female,Asgardian,213,225,Green,Black,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Hellboy,Dark Horse Comics,85,55,25,95,75,75,Anung Un Rama,Dark Horse Comics,good,Male,Demon,259,158,Gold,Black,NA,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Hellcat,Marvel Comics,85,15,35,45,50,70,Patricia Walker,Marvel Comics,good,Female,Human,173,61,Blue,Red,NA,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Hellstorm,Marvel Comics,80,65,60,75,90,65,Daimon Hellstrom,Marvel Comics,good,Male,NA,185,81,Red,Red,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Hercules,Marvel Comics,85,100,50,85,90,100,Heracles,Marvel Comics,good,Male,Demi-God,196,146,Blue,Brown,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Hobgoblin,Marvel Comics,65,60,60,60,65,60,Roderick Kingsley,Marvel Comics,bad,Male,NA,180,83,Blue,Grey,NA,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Hope Summers,Marvel Comics,85,10,15,35,95,75,Hope Summers,Marvel Comics,good,Female,NA,168,48,Green,Red,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Hulk,Marvel Comics,95,100,65,100,100,85,Robert Bruce Banner,Marvel Comics,good,Male,Human / Radiation,244,630,Green,Green,Green,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Human Torch,Marvel Comics,85,15,65,70,90,45,Jonathan Lowell Spencer Storm,Marvel Comics,good,Male,Human / Radiation,178,77,Blue,Blond,NA,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Huntress,DC Comics,85,10,25,30,35,95,Helena Rosa Bertinelli,DC Comics,good,Female,NA,180,59,Blue,Black,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Husk,Marvel Comics,85,65,35,80,50,65,Paige Elisabeth Guthrie,Marvel Comics,good,Female,Mutant,170,58,Blue,Blond,NA,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Hybrid,Marvel Comics,85,65,60,75,100,80,NA,Marvel Comics,good,Male,Symbiote,175,77,Brown,Black,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Hydro-Man,Marvel Comics,75,15,25,80,70,50,Morris Bench,Marvel Comics,bad,Male,NA,188,119,Brown,Brown,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Hyperion,Marvel Comics,95,100,100,95,90,80,NA,Marvel Comics,good,Male,Eternal,183,207,Blue,Red,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Iceman,Marvel Comics,85,35,55,100,100,65,Robert Louis Drake,Marvel Comics,good,Male,Mutant,173,65,Brown,Brown,NA,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Impulse,DC Comics,80,10,100,60,75,60,Bartholomew Allen II,DC Comics,good,Male,Human,170,65,Yellow,Auburn,NA,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Indiana Jones,George Lucas,85,10,20,30,20,30,Henry Walton Jones Jr.,George Lucas,good,Male,Human,183,79,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Ink,Marvel Comics,75,30,20,40,75,50,Eric Gitter,Marvel Comics,good,Male,Mutant,180,81,Blue,No Hair,NA,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Invisible Woman,Marvel Comics,95,10,30,85,95,60,Susan Storm Richards,Marvel Comics,good,Female,Human / Radiation,168,54,blue,Blond,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Iron Fist,Marvel Comics,90,55,35,50,95,100,Daniel Thomas Rand-K'ai,Marvel Comics,good,Male,Human,180,79,Blue,Blond,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
Iron Man,Marvel Comics,100,85,60,85,100,65,Anthony Edward Stark,Marvel Comics,good,Male,Human,198,191,Blue,Black,NA,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
Jack of Hearts,Marvel Comics,85,55,100,30,80,30,Jonathan Hart,Marvel Comics,good,Male,Human,155,79,Blue / White,Brown,NA,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Jack-Jack,Dark Horse Comics,35,35,70,80,100,10,Jac-jack Parr,Dark Horse Comics,good,Male,Human,71,14,Blue,Brown,NA,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
James T. Kirk,Star Trek,85,15,20,30,30,75,James Tiberius Kirk,Star Trek,good,Male,Human,178,77,Hazel,Brown,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Jean Grey,Marvel Comics,100,80,25,20,95,70,Jean Grey-Summers,Marvel Comics,good,Female,Mutant,168,52,Green,Red,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
Jennifer Kale,Marvel Comics,90,10,35,45,75,75,Jennifer Kale,Marvel Comics,good,Female,NA,168,55,Blue,Blond,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Jessica Jones,Marvel Comics,80,45,50,70,20,55,Jessica Campbell Jones Cage,Marvel Comics,good,Female,Human,170,56,Brown,Brown,NA,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
John Wraith,Marvel Comics,90,15,35,30,90,80,John Wraith,Marvel Comics,good,Male,NA,183,88,Brown,Black,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Joker,DC Comics,100,10,15,60,45,70,Jack Napier,DC Comics,bad,Male,Human,196,86,Green,Green,White,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Jolt,Marvel Comics,85,15,30,35,35,45,Helen Takahama,Marvel Comics,good,Female,NA,165,49,Blue,Black,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Jubilee,Marvel Comics,80,10,25,20,70,90,Jubilation Lee,Marvel Comics,good,Female,Mutant,165,52,Red,Black,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Juggernaut,Marvel Comics,75,100,45,100,85,70,Cain Marko,Marvel Comics,neutral,Male,Human,287,855,Blue,Red,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Justice,Marvel Comics,80,10,35,70,55,30,Vance Astrovik,Marvel Comics,good,Male,Human,178,81,Hazel,Brown,NA,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Kang,Marvel Comics,100,50,60,70,100,70,Nathaniel Richards,Marvel Comics,bad,Male,NA,191,104,Brown,Brown,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
