gene_name,chromosome,phewas phenotype,gene_id,Adipose - Subcutaneous,Adipose - Visceral (Omentum),Adrenal Gland,Artery - Aorta,Artery - Coronary,Artery - Tibial,Bladder,Brain - Amygdala,Brain - Anterior cingulate cortex (BA24),Brain - Caudate (basal ganglia),Brain - Cerebellar Hemisphere,Brain - Cerebellum,Brain - Cortex,Brain - Frontal Cortex (BA9),Brain - Hippocampus,Brain - Hypothalamus,Brain - Nucleus accumbens (basal ganglia),Brain - Putamen (basal ganglia),Brain - Spinal cord (cervical c-1),Brain - Substantia nigra,Breast - Mammary Tissue,Cells - EBV-transformed lymphocytes,Cells - Transformed fibroblasts,Cervix - Ectocervix,Cervix - Endocervix,Colon - Sigmoid,Colon - Transverse,Esophagus - Gastroesophageal Junction,Esophagus - Mucosa,Esophagus - Muscularis,Fallopian Tube,Heart - Atrial Appendage,Heart - Left Ventricle,Kidney - Cortex,Liver,Lung,Minor Salivary Gland,Muscle - Skeletal,Nerve - Tibial,Ovary,Pancreas,Pituitary,Prostate,Skin - Not Sun Exposed (Suprapubic),Skin - Sun Exposed (Lower leg),Small Intestine - Terminal Ileum,Spleen,Stomach,Testis,Thyroid,Uterus,Vagina,Whole Blood
IL22RA2,6,Photodermatitis & sunburn,ENSG00000164485.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1116,0.05798,0,0.027545,0,0,0,0,0.03415,0,0,0.03168,0,0,0,0,0,0,0,0,0,0,0.01937,0.2873,0.1879,0.09059,0.11775,0,0.02359,0,0,0.04809,0
IL23R,1,Photodermatitis & sunburn,ENSG00000162594.10,0,0.01165,0.4363,0,0,0,0.03678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.617,0,0,0,0,0.235,0,0.03618,0,0,0,0,0,0.01835,0.06183,0,0,0,0,0.0213,0,0,0,0,0.128,0.07102,0.01197,1.367,0,0,0.02279,0.02135
IL25,14,Seborheic dermatitis,ENSG00000166090.8,0.1098,0.06238,0,0.08286,0.08129,0.06606,0.05828,0.07785,0.04627,0.104,0.07614,0.08314,0.04935,0.03848,0.0633,0.06835,0.05688,0.052705,0.1281,0.04539,0.1129,0,0,0.079095,0.1034,0.03731,0,0.04842,0.02122,0.02467,0.09211,0.297,0.08468,0.02874,0,0.04232,0.04623,0.1183,0.17015,0.08999,0,0.06402,0.2002,0.1376,0.1318,0,0.04878,0,1.03,0.07889,0.1147,0.08076,0
IL27,16,Acne,ENSG00000197272.2,0.2223,0.2204,0.1869,0.2322,0.2086,0.1305,0.1323,0.056885,0.03313,0.058155,0.087255,0.08314,0.03412,0.03219,0.05535,0.08186,0.06552,0.05476,0.1556,0.099915,0.1238,0.22405,0,0.09244,0.09548,0.1011,0.11865,0.07521,0.02322,0.08323,0.1008,0.04594,0.01888,0.05954,8.649,0.6741,0.08212,0.019135,0.16415,0.05877,0.042845,0.09701,0.1203,0.05362,0.07276,0.1605,2.4095,0.046925,1.053,0.14735,0.07666,0.05997,2.273
IL2RA,10,Seborheic dermatitis,ENSG00000134460.11,0.44295,2.733,1.1495,2.628,1.328,0.06149,0.6582,0,0,0.01893,0,0,0.0088425,0,0.01191,0.03094,0,0.019805,0.09877,0.03881,0.8205,10.049,0,0.1268,0.2478,0.6175,1.288,0.64635,0.4589,0.6502,0.3682,0.1796,0.2255,0.4714,0.1624,2.797,0.5504,0.05262,0.1524,0.1059,0.07099,0.9212,0.52425,0.268,0.1892,6.539,10.325,0.5604,0.1374,1.9395,0.2301,0.1999,1.651
IL2RA,10,Atopic or contact dermatitis,ENSG00000134460.11,0.44295,2.733,1.1495,2.628,1.328,0.06149,0.6582,0,0,0.01893,0,0,0.0088425,0,0.01191,0.03094,0,0.019805,0.09877,0.03881,0.8205,10.049,0,0.1268,0.2478,0.6175,1.288,0.64635,0.4589,0.6502,0.3682,0.1796,0.2255,0.4714,0.1624,2.797,0.5504,0.05262,0.1524,0.1059,0.07099,0.9212,0.52425,0.268,0.1892,6.539,10.325,0.5604,0.1374,1.9395,0.2301,0.1999,1.651
IL2RA,10,Skin cancer,ENSG00000134460.11,0.44295,2.733,1.1495,2.628,1.328,0.06149,0.6582,0,0,0.01893,0,0,0.0088425,0,0.01191,0.03094,0,0.019805,0.09877,0.03881,0.8205,10.049,0,0.1268,0.2478,0.6175,1.288,0.64635,0.4589,0.6502,0.3682,0.1796,0.2255,0.4714,0.1624,2.797,0.5504,0.05262,0.1524,0.1059,0.07099,0.9212,0.52425,0.268,0.1892,6.539,10.325,0.5604,0.1374,1.9395,0.2301,0.1999,1.651
IL6R,1,Atopic or contact dermatitis,ENSG00000160712.8,16.27,15.21,7.484,6.037,13.55,17.13,12.4,2.853,2.554,3.243,1.159,1.697,3.1255,2.788,2.891,3.436,2.807,2.556,6.736,5.189,11.795,6.396,4.471,14.68,18.33,25.51,20.59,25.505,7.562,27.18,26.12,5.97,3.699,9.023,38.46,30.22,6.37,69.275,18.285,16.48,3.983,13.97,12.145,9.621,11.3,22.93,26.335,10.715,6.246,5.9235,22.91,11.2,59.21
IL7R,5,Atopic or contact dermatitis,ENSG00000168685.10,5.001,8.504,3.2175,2.054,4.288,0.8946,4.922,0.14745,0.1124,0.1405,0.077965,0.08725,0.14045,0.1705,0.1708,0.3016,0.1305,0.1261,0.8455,0.2832,3.743,0.33385,25.35,5.6485,5.191,1.397,7.452,1.5215,3.968,1.702,7.792,0.8241,0.1958,1.192,1.231,86.02,3.169,0.27575,2.298,1.101,0.8491,1.604,4.6525,2.42,1.528,50.15,50.98,6.985,3.327,6.7905,2.18,5.154,24.77
IMMP2L,7,Atopic or contact dermatitis,ENSG00000184903.5,6.4895,6.747,5.709,8.774,8.185,10.96,7.491,1.9125,1.979,1.969,2.6725,2.306,2.1025,2.47,1.702,2.326,2.151,1.455,2.214,1.9515,7.4075,3.7295,4.752,6.743,7.373,7.077,3.104,7.322,2.695,7.037,8.222,2.296,1.875,6.547,2.975,4.342,3.91,4.161,9.3475,10.02,2.414,4.314,7.62,4.65,4.202,2.93,2.6295,3.806,4.773,10.49,8.061,5.883,0.281
INS,11,Psoriasis,ENSG00000254647.2,0.085325,0.1262,0.48055,0.2584,0.2299,0.08669,0.308,0,0.03825,0.043475,0.01458,0.1661,0.090965,0.03855,0.03625,0.2207,0.03862,0.03961,0,0.6214,0.12215,0.22365,0.2048,0.4791,0.1937,0.169,0.1932,0.1187,0.2435,0.18455,0.4624,0.06414,0.0383,0.1809,0.2987,0.1112,0.155,0.057695,0.1443,0.3764,2338,0.2809,0.2625,0.1308,0.1123,0.2312,0.43375,0.2425,0.3167,0.1354,0.3095,0.2723,0.04548
INTS10,8,Skin cancer,ENSG00000104613.7,42.68,35.76,30.89,36.73,38.44,39.41,47.77,18.415,20.59,20.255,58.445,50.99,24.26,27.08,19.2,21.42,22.66,16.615,27.45,19.37,39.77,28.735,41.86,40.585,49.82,33.65,27.78,31.97,32.34,32.875,48.18,16.6,10.23,23.6,28.16,44.19,36.38,13.77,56.77,39.39,34.66,37.21,45.795,41.18,42.51,29.5,34.985,29.64,21.55,66.895,41.34,36.69,12.09
IRF1,5,Acne,ENSG00000125347.9,19.39,31.44,9.8485,12.96,14.26,9.805,16.66,2.2805,1.848,2.766,5.3425,5.74,2.5355,2.114,2.589,3.586,2.178,2.435,5.604,3.478,22.61,56.98,12.67,21.825,24.14,20.52,28.94,16.265,13.57,17.08,32.6,8.035,5.678,15.92,13.51,71.17,20.81,4.2955,21.3,15.65,4.4935,13.59,25.45,12.28,11.97,48.97,99.89,17.97,16.15,24.17,20.83,19.64,123.5
IRF4,6,Skin cancer,ENSG00000137265.10,4.822,1.705,0.14555,0.5171,0.7546,0.3516,0.8125,0.0508,0.04617,0.066465,0.04166,0.05545,0.054035,0.05649,0.06165,0.103,0.05639,0.05529,0.3275,0.08724,5.026,386.3,0.09994,34.31,39.85,0.3685,5.3435,0.298,1.059,0.3022,1.812,0.4847,0.07556,0.1965,0.5545,4.061,5.299,0.1682,1.015,0.6092,0.08861,0.4463,0.40245,3.849,3.848,12.21,28.4,1.817,1.881,0.68105,0.9082,3.43,2.54
IRF4,6,Seborheic dermatitis,ENSG00000137265.10,4.822,1.705,0.14555,0.5171,0.7546,0.3516,0.8125,0.0508,0.04617,0.066465,0.04166,0.05545,0.054035,0.05649,0.06165,0.103,0.05639,0.05529,0.3275,0.08724,5.026,386.3,0.09994,34.31,39.85,0.3685,5.3435,0.298,1.059,0.3022,1.812,0.4847,0.07556,0.1965,0.5545,4.061,5.299,0.1682,1.015,0.6092,0.08861,0.4463,0.40245,3.849,3.848,12.21,28.4,1.817,1.881,0.68105,0.9082,3.43,2.54
IRF4,6,Atopic or contact dermatitis,ENSG00000137265.10,4.822,1.705,0.14555,0.5171,0.7546,0.3516,0.8125,0.0508,0.04617,0.066465,0.04166,0.05545,0.054035,0.05649,0.06165,0.103,0.05639,0.05529,0.3275,0.08724,5.026,386.3,0.09994,34.31,39.85,0.3685,5.3435,0.298,1.059,0.3022,1.812,0.4847,0.07556,0.1965,0.5545,4.061,5.299,0.1682,1.015,0.6092,0.08861,0.4463,0.40245,3.849,3.848,12.21,28.4,1.817,1.881,0.68105,0.9082,3.43,2.54
IRF4,6,Photodermatitis & sunburn,ENSG00000137265.10,4.822,1.705,0.14555,0.5171,0.7546,0.3516,0.8125,0.0508,0.04617,0.066465,0.04166,0.05545,0.054035,0.05649,0.06165,0.103,0.05639,0.05529,0.3275,0.08724,5.026,386.3,0.09994,34.31,39.85,0.3685,5.3435,0.298,1.059,0.3022,1.812,0.4847,0.07556,0.1965,0.5545,4.061,5.299,0.1682,1.015,0.6092,0.08861,0.4463,0.40245,3.849,3.848,12.21,28.4,1.817,1.881,0.68105,0.9082,3.43,2.54
IRF4,6,Psoriasis,ENSG00000137265.10,4.822,1.705,0.14555,0.5171,0.7546,0.3516,0.8125,0.0508,0.04617,0.066465,0.04166,0.05545,0.054035,0.05649,0.06165,0.103,0.05639,0.05529,0.3275,0.08724,5.026,386.3,0.09994,34.31,39.85,0.3685,5.3435,0.298,1.059,0.3022,1.812,0.4847,0.07556,0.1965,0.5545,4.061,5.299,0.1682,1.015,0.6092,0.08861,0.4463,0.40245,3.849,3.848,12.21,28.4,1.817,1.881,0.68105,0.9082,3.43,2.54
IRF5,7,Atopic or contact dermatitis,ENSG00000128604.14,8.5335,6.287,4.7855,5.396,6.907,2.688,8.138,2.892,1.795,1.8605,2.669,2.797,2.327,1.812,2.135,5.159,1.783,1.35,7.039,4.101,4.6945,121.85,0.1233,4.658,4.713,3.428,5.1065,3.5155,15.87,3.5875,6.062,1.329,0.8067,12.09,3.421,19.92,9.126,0.5115,8.167,1.572,3.295,9.801,5.2525,11.75,10.93,10.92,42.82,3.4895,1.717,3.738,2.889,9.233,20.3
IRF8,16,Psoriasis,ENSG00000140968.6,14.295,13.14,4.176,3.575,6.129,1.507,3.56,1.307,0.9521,1.438,1.912,1.209,0.825,0.891,1.424,1.822,1.26,0.9147,5.109,3.1335,7.748,151.3,0.02519,1.619,4.208,2.443,13.075,2.1685,1.769,2.1115,3.613,1.247,0.5482,3.194,5.553,21.44,2.863,0.2534,6.629,1.182,1.172,1.56,3.246,2.076,2.37,37.36,117.75,6.791,3.112,3.6585,1.882,1.74,19.86
IRF8,16,Acne,ENSG00000140968.6,14.295,13.14,4.176,3.575,6.129,1.507,3.56,1.307,0.9521,1.438,1.912,1.209,0.825,0.891,1.424,1.822,1.26,0.9147,5.109,3.1335,7.748,151.3,0.02519,1.619,4.208,2.443,13.075,2.1685,1.769,2.1115,3.613,1.247,0.5482,3.194,5.553,21.44,2.863,0.2534,6.629,1.182,1.172,1.56,3.246,2.076,2.37,37.36,117.75,6.791,3.112,3.6585,1.882,1.74,19.86
IRS1,2,Skin cancer,ENSG00000169047.5,10.6,8.601,10.725,9.429,5.922,11.26,34.95,1.258,2.201,1.277,8.4625,7.724,2.86,3.338,1.22,2.175,1.673,0.8453,1.066,1.4545,16.51,1.0345,49.91,19.755,40.54,19.01,7.932,9.6475,4.81,12.785,30.68,4.112,3.599,2.569,7.447,10.17,4.712,5.8545,9.966,41.92,2.332,2.857,16.225,8.948,8.743,7.417,2.9705,6.885,1.18,37.53,30.87,14.1,0.172
ISG20,15,Skin cancer,ENSG00000172183.10,6.868,8.699,2.441,5.188,6.934,6.003,3.835,1.254,0.9146,1.568,0.58295,0.7144,1.169,1.128,1.741,2.533,1.229,1.712,2.871,2.308,10.53,94.99,1.26,10.319,12,3.638,10.53,4.354,12.04,3.576,9.657,2.873,1.31,2.518,4.266,28.71,11.65,0.8988,19.655,10.64,2.2015,15.27,9.2045,5.518,4.703,27.91,78.83,16.965,5.327,19.085,5.931,7.999,54.16
ITGAM,16,Acne,ENSG00000169896.12,13.485,15.69,6.9415,8.48,11.05,4.179,5.43,2.307,1.414,2.2445,3.031,2.984,1.3795,1.555,2.488,3.384,1.974,1.4215,8.981,4.6915,5.6675,6.6745,0.05185,2.5145,4.619,5.54,3.5075,6.1575,1.64,6.116,6.037,3.154,1.649,2.124,1.79,31.55,3.961,0.98925,9.669,2.38,1.203,2.002,3.289,2.111,2.143,6.382,51.895,2.3,2.501,3.5345,4.599,3.439,157.5
ITGAX,16,Acne,ENSG00000140678.12,8.76,11.3,2.7555,8.21,9.317,2.436,4.429,5.193,2.956,4.5845,2.438,2.601,3.7495,2.869,7.285,7.916,4.111,3.716,29.3,12.73,5.3205,6.3755,0.2182,2.64,5.631,3.673,3.808,3.3165,3.18,3.2095,7.954,2.211,1.501,2.933,4.218,118.6,6.601,0.73995,8.6235,1.5,1.265,5.946,6.012,2.023,1.908,6.823,157.9,2.915,1.011,5.305,4.592,4.351,372.8
JAG1,20,Acne,ENSG00000270408.1,2.4575,1.281,0.18765,3.363,3.701,4.188,1.13,0.1154,0.08202,0.10925,0,0.0813,0.20795,0.08971,0.1167,0.1562,0.1464,0.07743,0.219,0.15825,1.67,0.15435,0.1396,5.183,4.063,1.244,1.583,0.9596,4.076,0.83255,2.456,0.7682,0.4862,0.5232,0.1501,1.734,0.9988,0.2352,2.7615,1.621,0.5401,0.5732,3.3865,3.726,3.366,0.9283,1.2355,1.0018,0.4908,2.3635,3.551,7.034,0
JAG1,20,Acne,ENSG00000101384.7,84.29,50.02,7.0395,134.2,155,208.3,47.5,6.7165,5.479,6.642,2.878,3.777,5.761,6.15,7.168,8.108,8.386,5.845,8.075,7.6735,59.58,6.659,14.93,98.97,103.6,33.64,34.99,27.83,82.57,20.605,60.95,18.44,11.31,15.32,3.319,48.34,20.86,7.352,64.18,36.82,11.83,13.03,52.765,100.6,105.9,20.78,29.595,22.675,8.504,46.665,75.68,105.3,0.7822
JAM2,21,Acne,ENSG00000154721.10,27.885,22.97,16.535,13.4,16.88,8.596,16.21,12.555,11.95,17.94,9.6495,11.91,15.775,17.27,12.92,14.51,14.23,16.345,20.51,17.605,23.355,2.0825,1.535,31.83,29.36,24.05,10.4,30.25,5.446,33.76,27.23,13.42,8.64,2.721,0.9619,21.2,7.103,3.127,34.88,25.36,1.4825,6.762,13.22,7.072,6.825,9.697,1.5175,6.441,33.18,17.565,40.29,19.59,0.1561
JAZF1,7,Photodermatitis & sunburn,ENSG00000153814.7,22.345,16.55,45.165,27.66,21.24,48.41,28.1,11.06,15.24,9.2435,49.655,31.27,14.47,26.22,10.15,13.74,13.41,6.715,12,7.752,16.31,0.59805,20.75,75.835,59.46,46.26,14.74,28.065,4.573,32.31,25.74,7.75,7.318,3.837,4.076,15.63,5.349,3.699,16.03,19.23,3.064,20.74,24.64,8.571,9.211,8.669,15.77,5.386,22.12,14.49,56.61,42.87,17.84
KCNC4,1,Acne,ENSG00000116396.9,5.8445,7.12,5.1915,13.23,8.438,11.38,7.006,17.405,22.99,4.815,27.715,30.04,28.655,30.39,12.34,26.89,5.808,3.591,4.247,8.8215,7.4245,2.5805,1.668,8.9325,15.24,4.788,3.689,8.5765,4.073,6.8255,7.088,4.828,2.421,11.04,0.7073,6.936,7.118,3.717,8.158,9.181,4.571,14.53,7.96,4.343,5.189,3.917,6.953,4.502,9.161,7.809,10.22,8.011,0.9951
KCNE3,11,Photodermatitis & sunburn,ENSG00000175538.6,3.788,5.819,1.6485,1.804,3.199,0.8536,5.316,0.8529,0.9439,1.1285,0.34405,0.3787,0.78415,0.8764,1.034,1.101,1.203,1.062,1.847,1.5505,3.9525,0.046735,1.165,6.976,8.683,1.513,7.6895,2.306,2.559,1.614,8.167,1.818,0.6993,5.699,0.8774,8.304,8.481,0.24875,2.446,10.47,3.9575,2.014,6.4595,0.6803,0.678,12.86,11.82,4.757,0.8498,6.79,7.816,4.728,19.46
KCNH2,7,Seborheic dermatitis,ENSG00000055118.10,0.24215,0.4904,1.936,0.4241,0.3501,0.6262,12.9,6.0025,7.66,11.32,54.585,59.82,11.825,10.86,5.596,15.4,13.27,8.6615,3.727,5.7595,0.19675,0.074,0.08139,5.4635,5.18,64.08,17.745,20.94,1.763,26.735,14.27,34.05,24.31,0.9519,0.1172,3.06,0.8701,0.17345,3.3705,5.186,1.215,72.42,16.52,0.3758,0.369,3.857,2.2895,4.9045,51.55,0.2849,26.4,2.833,1.742
KCNH2,7,Psoriasis,ENSG00000055118.10,0.24215,0.4904,1.936,0.4241,0.3501,0.6262,12.9,6.0025,7.66,11.32,54.585,59.82,11.825,10.86,5.596,15.4,13.27,8.6615,3.727,5.7595,0.19675,0.074,0.08139,5.4635,5.18,64.08,17.745,20.94,1.763,26.735,14.27,34.05,24.31,0.9519,0.1172,3.06,0.8701,0.17345,3.3705,5.186,1.215,72.42,16.52,0.3758,0.369,3.857,2.2895,4.9045,51.55,0.2849,26.4,2.833,1.742
KCNH7,2,Skin cancer,ENSG00000184611.7,0.046305,0.03589,0.013875,0.02267,0.09984,0.1428,0.02345,0.1168,0.2091,0.070675,0.3975,0.8673,0.3325,0.3985,0.04207,0.1398,0.1019,0.042785,0.03723,0.044845,0.0207,0.008763,0,0.01123,0.02497,0.02309,0.018415,0.01968,0,0.018405,0.04213,0.06486,0.006966,0.01736,0.06069,0.1063,0.02031,0,0.037215,0.007265,0.016125,0.2189,0.01423,0.008306,0.01216,0.02101,0.4336,0.07154,1.541,0.024285,0.018,0.01641,0.5792
KCNJ12,17,Acne,ENSG00000184185.5,1.45,2.194,0.4415,0.881,1.387,0.6103,0.695,1.306,3.579,2.224,86.42,84.09,6.081,6.173,0.8869,1.817,2.189,2.05,1.248,1.6135,1.457,0.27885,0.2612,2.47,3.079,1.729,1.286,1.28,0.3409,0.9916,3.049,5.38,4.027,1.479,0.09736,3.561,0.6037,26.79,1.061,0.68,0.1533,1.3,0.7378,8.457,10.5,0.4265,1.92,1.328,2.653,2.376,1.308,1.019,0.03582
KCNQ1,11,Acne,ENSG00000053918.11,4.5495,5.356,217.1,2.897,3.494,1.409,17.98,0.8029,0.6134,0.82685,0.2743,0.3543,0.50005,0.4606,0.7487,0.8723,0.7967,0.7006,1.949,1.2435,4.366,0.8504,0.0464,2.0645,3.978,1.79,14.29,2.0185,1.144,2.061,5.505,18.35,14.46,22.24,0.5249,17.93,21.07,0.38555,3.4205,1.428,32.635,7.289,8.535,1.547,1.67,29,10.32,104.95,2.014,80.485,3.368,2.053,13.69
KIAA1109,4,Atopic or contact dermatitis,ENSG00000138688.11,20.115,16.8,13.79,21.71,21.21,25.98,22.37,11,12.21,14.39,32.385,31.88,15.905,16.53,11.56,11.91,14.75,11.255,18.98,11.91,19.345,14.125,17.3,21.335,24.44,19.91,14.49,19.405,9.981,17.95,20.83,7.729,4.465,7.995,4.225,21.42,13.86,8.69,31.705,32.19,6.3685,33.78,15.565,13.69,14.45,16.95,15.95,10.315,21.68,26.215,28.66,18.1,3.665
KIAA1217,10,Atopic or contact dermatitis,ENSG00000120549.11,19.635,22.75,17.515,6.205,10.37,2.168,18.28,1.991,4.768,2.384,1.754,3.578,5.715,7.32,2.929,2.713,2.732,1.8895,1.563,2.699,39.99,4.52,3.406,7.947,7.951,9.368,11.795,7.8815,34.82,7.3035,9.709,5.838,7.205,11.62,7.159,16.19,46.95,42.81,26.94,15.13,7.1815,8.062,29.76,20.37,20.39,11.13,6.524,10.96,26.28,43.1,6.254,27.03,0.05292
KIF21B,1,Photodermatitis & sunburn,ENSG00000116852.10,2.6115,2.497,0.8528,1.427,1.721,0.8978,2.815,15.8,21.85,9.208,4.916,6.915,26.265,23.6,12.3,15.06,15.14,6.8255,4.93,8.0905,2.5405,15.185,0.1456,1.6375,1.659,0.8589,3.093,1.5185,0.9927,1.415,2.768,0.5172,0.2068,0.7328,0.8904,8.597,1.586,0.22855,2.337,1.21,0.53935,1.078,1.37,0.9726,1.104,8.116,22.975,1.9045,26.08,1.628,1.7,1.727,26.91
KITLG,12,Acne,ENSG00000049130.9,13.685,12.9,2.972,6.271,11.09,7.282,16.56,3.947,5.812,2.1125,1.9765,3.594,5.692,9.404,3.212,2.88,2.807,1.63,2.402,1.595,14.63,0.07139,66.37,8.4,13.53,35.74,17.94,35.14,9.499,43.795,8.384,2.947,2.601,10.52,0.6934,32.34,17.13,1.878,15.36,4.973,2.171,2.176,13.905,6.039,6.394,8.502,1.696,14.37,6.096,9.1025,20.06,13.49,0.04342
LARP6,15,Photodermatitis & sunburn,ENSG00000166173.9,37.52,37.86,5.338,57.77,46.59,46.94,22,32.67,27.82,48.04,41.17,35.55,44.885,49.7,43.68,36.78,47.26,46.205,87.4,44.13,32.015,0.3303,36.32,34.33,43.63,22.67,9.4355,36.015,6.033,26.585,32.86,26.62,19.51,10.53,2.174,17.72,15.36,8.123,40.1,45.72,3.8875,23.81,28.525,10.67,13.08,5.457,2.137,13.215,20.65,39.865,33.62,40.09,0.09431
LARP6,15,Atopic or contact dermatitis,ENSG00000166173.9,37.52,37.86,5.338,57.77,46.59,46.94,22,32.67,27.82,48.04,41.17,35.55,44.885,49.7,43.68,36.78,47.26,46.205,87.4,44.13,32.015,0.3303,36.32,34.33,43.63,22.67,9.4355,36.015,6.033,26.585,32.86,26.62,19.51,10.53,2.174,17.72,15.36,8.123,40.1,45.72,3.8875,23.81,28.525,10.67,13.08,5.457,2.137,13.215,20.65,39.865,33.62,40.09,0.09431
LBX1,10,Psoriasis,ENSG00000138136.5,0.01772,0,0,0,0,0,0,0,0,0,1.4845,1.867,0.011226,0,0,0,0,0,0.1634,0,0,0,0,0.030595,0,0,0,0,0,0,0,0,0,0,0,0.1735,0.01836,7.717,0,0,0,0,0,0.01107,0.01799,0,0,0,0.0815,0,0,0,0
LCORL,4,Photodermatitis & sunburn,ENSG00000178177.10,2.729,1.979,2.1895,1.304,1.758,2.107,2.613,1.146,1.288,0.95175,3.381,3.119,1.0855,1.368,1.202,1.886,0.8805,0.76805,2.559,1.422,2.2545,5.547,4.077,2.28,2.171,1.909,2.1875,1.5135,2.245,1.5185,1.665,0.6844,0.5101,1.215,0.9772,2.633,2.208,1.2745,3.628,2.89,0.86855,1.864,1.893,2.756,2.684,3.761,2.4185,1.7,4.37,2.4385,2.521,2.222,0.6362
LDLR,19,Photodermatitis & sunburn,ENSG00000130164.7,18.755,36.96,89.585,15.58,19.02,17.67,14.41,3.641,4.711,2.2365,11.34,12.12,6.6585,6.668,5.083,7.589,2,1.989,12.29,4.4225,23.41,32.265,66.25,57.48,25.56,15.51,20.19,17.515,59.16,22.425,49.53,13.44,4.501,8.662,22.84,82.57,23.13,1.7005,19.93,60.41,9.271,9.179,22.105,34.62,29.83,22.39,14.365,23.53,7.61,14.055,29.32,42.1,4.014
LEF1,4,Acne,ENSG00000138795.5,0.96445,1.549,12.635,0.6495,0.8728,0.3288,4.766,3.28,3.113,4.1265,1.973,2.595,3.6975,3.339,3.766,5.783,2.769,3.962,4.922,4.688,2.97,5.9835,0.3148,6.3515,9.882,0.5063,1.3665,0.48925,4.387,0.4029,11.08,0.1882,0.1019,2.523,0.1269,4.681,1.318,0.056245,5.398,1.734,0.1374,0.522,4.0485,2.677,2.746,3.557,9.138,0.65345,20.91,4.0435,7.368,5.139,7.547
LEF1,4,Seborheic dermatitis,ENSG00000138795.5,0.96445,1.549,12.635,0.6495,0.8728,0.3288,4.766,3.28,3.113,4.1265,1.973,2.595,3.6975,3.339,3.766,5.783,2.769,3.962,4.922,4.688,2.97,5.9835,0.3148,6.3515,9.882,0.5063,1.3665,0.48925,4.387,0.4029,11.08,0.1882,0.1019,2.523,0.1269,4.681,1.318,0.056245,5.398,1.734,0.1374,0.522,4.0485,2.677,2.746,3.557,9.138,0.65345,20.91,4.0435,7.368,5.139,7.547
LEF1,4,Photodermatitis & sunburn,ENSG00000138795.5,0.96445,1.549,12.635,0.6495,0.8728,0.3288,4.766,3.28,3.113,4.1265,1.973,2.595,3.6975,3.339,3.766,5.783,2.769,3.962,4.922,4.688,2.97,5.9835,0.3148,6.3515,9.882,0.5063,1.3665,0.48925,4.387,0.4029,11.08,0.1882,0.1019,2.523,0.1269,4.681,1.318,0.056245,5.398,1.734,0.1374,0.522,4.0485,2.677,2.746,3.557,9.138,0.65345,20.91,4.0435,7.368,5.139,7.547
LEPR,1,Acne,ENSG00000116678.14,8.186,9.992,1.5145,6.427,9.9,8.713,4.875,1.309,1.187,1.666,1.69,1.636,1.173,1.438,1.614,2.331,1.645,1.4155,3.137,2.016,13.455,0.61605,8.747,6.5665,14.04,4.278,2.036,4.8435,2.842,4.3435,6.497,2.401,0.6604,1.454,12.19,13.12,7.151,0.59595,25.635,16.85,0.6029,3.991,4.984,5.07,3.384,2.406,1.041,6.58,1.492,8.772,11.77,4.206,0.2505
LHFPL3,7,Seborheic dermatitis,ENSG00000187416.7,0.0531,0.04279,0.01546,0.02407,0.02758,0.02503,0.01777,20.125,15.58,16.515,6.4855,4.548,7.11,11.86,14.57,20.61,20.7,13.305,12.88,16.17,0.05904,0.2248,0.01447,1.7675,2.646,0.2007,0.74835,0.024695,0.05028,0.01718,1.082,0.01619,0,1.118,0.01506,0.5746,0.04681,0,0.045725,0.04784,0.41545,0.05247,0.049735,0.1329,0.06389,1.859,0.19165,0.2033,0.2625,0.032015,0.04659,0.3433,0.01113
LIN28B,6,Psoriasis,ENSG00000187772.6,0,0,0,0,0,0,0.02511,0.065835,0.1376,0.1713,0.02619,0.03735,0.32945,0.3856,0.0614,0.3563,0.1085,0.16355,0.0207,0.1137,0,0,0,0,0,0.01069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4782,0,0,0,0,0,0,4.868,0,0,0,0
LINGO1,15,Psoriasis,ENSG00000169783.8,3.38,2.345,0.6171,1.009,4.721,7.546,1.566,37.99,56.16,15.29,23.49,25.97,99.26,95.42,38.58,22.8,19.58,13.81,13.49,15.915,3.314,0.1012,0.09635,4.704,4.57,2.073,1.416,1.4455,0.7005,1.087,3.534,4.457,0.9044,2.386,0.2954,0.8053,2.423,0.27985,3.5505,1.705,1.019,1.289,1.6,2.035,2.538,1.157,2.8215,0.7508,7.242,2.534,5.171,2.959,0.0271
LINGO2,9,Acne,ENSG00000174482.6,0.062525,0.02393,0.04019,0,0,0,0.2185,1.02515,1.436,0.4521,0.39505,0.3231,2.8555,3.227,0.632,2.862,1.192,0.1515,0.1746,0.4171,0.047695,0,0.08987,0.59425,0.3654,0.241,0.07304,0.11285,0.03441,0.16645,0.4209,0,0.01049,0.2123,0.01578,0.07335,0.01843,0,0.19685,0.1155,0.077905,0.8957,0.3404,0.0814,0.1042,0.03352,0.087285,0.6757,2.506,2.7885,13.68,0.4323,0.1119
