STATE,STATENAME,ST_CASE,VEH_NO,MDRDSTRD,MDRDSTRDNAME
51,Virginia,510134,1,0,Not Distracted
51,Virginia,510135,1,0,Not Distracted
51,Virginia,510136,1,0,Not Distracted
51,Virginia,510137,1,0,Not Distracted
51,Virginia,510137,2,0,Not Distracted
51,Virginia,510138,1,0,Not Distracted
51,Virginia,510138,2,0,Not Distracted
51,Virginia,510139,1,0,Not Distracted
51,Virginia,510140,1,96,Not Reported
51,Virginia,510140,2,0,Not Distracted
51,Virginia,510141,1,0,Not Distracted
51,Virginia,510141,2,0,Not Distracted
51,Virginia,510141,3,0,Not Distracted
51,Virginia,510142,1,0,Not Distracted
51,Virginia,510143,1,0,Not Distracted
51,Virginia,510144,1,3,By Other Occupant(s)
51,Virginia,510145,1,0,Not Distracted
51,Virginia,510146,1,96,Not Reported
51,Virginia,510146,3,0,Not Distracted
51,Virginia,510147,1,0,Not Distracted
51,Virginia,510147,2,0,Not Distracted
51,Virginia,510148,1,96,Not Reported
51,Virginia,510149,1,0,Not Distracted
51,Virginia,510150,1,0,Not Distracted
51,Virginia,510151,1,0,Not Distracted
51,Virginia,510152,1,96,Not Reported
51,Virginia,510153,1,0,Not Distracted
51,Virginia,510153,2,0,Not Distracted
51,Virginia,510154,1,96,Not Reported
51,Virginia,510155,1,0,Not Distracted
51,Virginia,510156,1,0,Not Distracted
51,Virginia,510157,1,0,Not Distracted
51,Virginia,510158,1,0,Not Distracted
51,Virginia,510159,1,0,Not Distracted
51,Virginia,510160,1,0,Not Distracted
51,Virginia,510160,2,0,Not Distracted
51,Virginia,510161,1,96,Not Reported
51,Virginia,510161,2,0,Not Distracted
51,Virginia,510162,1,0,Not Distracted
51,Virginia,510163,1,0,Not Distracted
51,Virginia,510164,1,0,Not Distracted
51,Virginia,510164,2,0,Not Distracted
51,Virginia,510164,3,0,Not Distracted
51,Virginia,510166,1,96,Not Reported
51,Virginia,510166,2,0,Not Distracted
51,Virginia,510167,1,98,Other Distraction [Specify:]
51,Virginia,510168,1,0,Not Distracted
51,Virginia,510169,1,0,Not Distracted
51,Virginia,510170,1,0,Not Distracted
51,Virginia,510171,1,96,Not Reported
51,Virginia,510172,1,96,Not Reported
51,Virginia,510173,1,0,Not Distracted
51,Virginia,510174,1,0,Not Distracted
51,Virginia,510174,2,0,Not Distracted
51,Virginia,510175,1,5,While Talking or Listening to Mobile Phone
51,Virginia,510175,2,0,Not Distracted
51,Virginia,510176,1,0,Not Distracted
51,Virginia,510177,1,0,Not Distracted
51,Virginia,510178,1,5,While Talking or Listening to Mobile Phone
51,Virginia,510178,2,0,Not Distracted
51,Virginia,510179,1,92,"Distraction (Distracted), Details Unknown"
51,Virginia,510180,1,0,Not Distracted
51,Virginia,510181,1,96,Not Reported
51,Virginia,510182,1,0,Not Distracted
51,Virginia,510183,1,0,Not Distracted
51,Virginia,510183,2,0,Not Distracted
51,Virginia,510184,1,0,Not Distracted
51,Virginia,510185,1,92,"Distraction (Distracted), Details Unknown"
51,Virginia,510186,1,0,Not Distracted
51,Virginia,510186,2,0,Not Distracted
51,Virginia,510187,1,0,Not Distracted
51,Virginia,510188,1,99,Reported as Unknown if Distracted
51,Virginia,510189,1,0,Not Distracted
51,Virginia,510190,1,0,Not Distracted
51,Virginia,510190,2,0,Not Distracted
51,Virginia,510191,1,0,Not Distracted
51,Virginia,510192,1,98,Other Distraction [Specify:]
51,Virginia,510192,2,0,Not Distracted
51,Virginia,510192,3,0,Not Distracted
51,Virginia,510193,1,0,Not Distracted
51,Virginia,510194,1,0,Not Distracted
51,Virginia,510195,1,96,Not Reported
51,Virginia,510196,1,98,Other Distraction [Specify:]
51,Virginia,510196,2,0,Not Distracted
51,Virginia,510197,1,92,"Distraction (Distracted), Details Unknown"
51,Virginia,510197,2,0,Not Distracted
51,Virginia,510198,1,0,Not Distracted
51,Virginia,510198,2,0,Not Distracted
51,Virginia,510200,1,0,Not Distracted
51,Virginia,510201,1,0,Not Distracted
51,Virginia,510202,1,96,Not Reported
51,Virginia,510203,1,0,Not Distracted
51,Virginia,510203,2,0,Not Distracted
51,Virginia,510203,3,0,Not Distracted
51,Virginia,510204,1,0,Not Distracted
51,Virginia,510205,1,0,Not Distracted
51,Virginia,510206,1,92,"Distraction (Distracted), Details Unknown"
51,Virginia,510207,1,96,Not Reported
51,Virginia,510208,1,7,Adjusting Audio Or Climate Controls
51,Virginia,510208,2,0,Not Distracted
51,Virginia,510209,1,96,Not Reported
51,Virginia,510209,2,0,Not Distracted
51,Virginia,510210,1,96,Not Reported
51,Virginia,510211,1,0,Not Distracted
51,Virginia,510211,2,0,Not Distracted
51,Virginia,510211,3,0,Not Distracted
51,Virginia,510212,1,0,Not Distracted
51,Virginia,510213,1,96,Not Reported
51,Virginia,510214,1,0,Not Distracted
51,Virginia,510215,1,0,Not Distracted
51,Virginia,510215,2,0,Not Distracted
51,Virginia,510216,1,98,Other Distraction [Specify:]
51,Virginia,510217,1,0,Not Distracted
51,Virginia,510218,1,0,Not Distracted
51,Virginia,510219,1,96,Not Reported
51,Virginia,510219,2,0,Not Distracted
51,Virginia,510219,3,0,Not Distracted
51,Virginia,510219,4,0,Not Distracted
51,Virginia,510220,1,0,Not Distracted
51,Virginia,510221,1,92,"Distraction (Distracted), Details Unknown"
51,Virginia,510222,1,0,Not Distracted
51,Virginia,510223,1,0,Not Distracted
51,Virginia,510224,1,0,Not Distracted
51,Virginia,510224,2,0,Not Distracted
51,Virginia,510225,1,0,Not Distracted
51,Virginia,510225,2,0,Not Distracted
51,Virginia,510226,1,0,Not Distracted
51,Virginia,510226,2,0,Not Distracted
51,Virginia,510227,1,0,Not Distracted
51,Virginia,510228,1,0,Not Distracted
51,Virginia,510229,1,96,Not Reported
51,Virginia,510229,2,96,Not Reported
51,Virginia,510230,1,92,"Distraction (Distracted), Details Unknown"
51,Virginia,510231,1,0,Not Distracted
51,Virginia,510232,1,0,Not Distracted
51,Virginia,510233,1,92,"Distraction (Distracted), Details Unknown"
51,Virginia,510233,2,0,Not Distracted
51,Virginia,510233,3,0,Not Distracted
51,Virginia,510234,1,0,Not Distracted
51,Virginia,510235,1,0,Not Distracted
51,Virginia,510236,1,0,Not Distracted
51,Virginia,510236,2,0,Not Distracted
51,Virginia,510237,1,92,"Distraction (Distracted), Details Unknown"
51,Virginia,510237,2,0,Not Distracted
51,Virginia,510238,1,0,Not Distracted
51,Virginia,510239,1,0,Not Distracted
51,Virginia,510239,2,0,Not Distracted
51,Virginia,510240,1,0,Not Distracted
51,Virginia,510241,1,0,Not Distracted
51,Virginia,510241,2,0,Not Distracted
51,Virginia,510242,1,0,Not Distracted
51,Virginia,510243,1,0,Not Distracted
51,Virginia,510243,2,0,Not Distracted
51,Virginia,510244,1,0,Not Distracted
51,Virginia,510244,2,92,"Distraction (Distracted), Details Unknown"
51,Virginia,510245,1,0,Not Distracted
51,Virginia,510246,1,0,Not Distracted
51,Virginia,510246,2,0,Not Distracted
51,Virginia,510247,1,0,Not Distracted
51,Virginia,510247,2,0,Not Distracted
51,Virginia,510248,1,98,Other Distraction [Specify:]
51,Virginia,510249,1,0,Not Distracted
51,Virginia,510249,2,0,Not Distracted
51,Virginia,510251,1,0,Not Distracted
51,Virginia,510252,1,0,Not Distracted
51,Virginia,510253,1,0,Not Distracted
51,Virginia,510253,2,0,Not Distracted
51,Virginia,510254,1,0,Not Distracted
51,Virginia,510255,1,98,Other Distraction [Specify:]
51,Virginia,510255,2,96,Not Reported
51,Virginia,510256,1,98,Other Distraction [Specify:]
51,Virginia,510257,1,0,Not Distracted
51,Virginia,510257,2,0,Not Distracted
51,Virginia,510257,3,0,Not Distracted
51,Virginia,510258,1,96,Not Reported
51,Virginia,510259,1,0,Not Distracted
51,Virginia,510260,1,0,Not Distracted
51,Virginia,510261,1,92,"Distraction (Distracted), Details Unknown"
51,Virginia,510262,1,0,Not Distracted
51,Virginia,510262,2,0,Not Distracted
51,Virginia,510263,1,0,Not Distracted
51,Virginia,510263,2,0,Not Distracted
51,Virginia,510264,1,0,Not Distracted
51,Virginia,510264,2,0,Not Distracted
51,Virginia,510266,1,0,Not Distracted
51,Virginia,510267,1,0,Not Distracted
51,Virginia,510268,1,96,Not Reported
51,Virginia,510269,1,0,Not Distracted
51,Virginia,510270,1,0,Not Distracted
51,Virginia,510271,1,0,Not Distracted
51,Virginia,510272,1,0,Not Distracted
51,Virginia,510272,2,0,Not Distracted
51,Virginia,510273,1,98,Other Distraction [Specify:]
51,Virginia,510273,2,16,No Driver Present/Unknown if Driver present
51,Virginia,510274,1,98,Other Distraction [Specify:]
51,Virginia,510275,1,5,While Talking or Listening to Mobile Phone
51,Virginia,510275,2,0,Not Distracted
51,Virginia,510276,1,0,Not Distracted
51,Virginia,510276,2,0,Not Distracted
51,Virginia,510276,3,0,Not Distracted
51,Virginia,510277,1,0,Not Distracted
51,Virginia,510278,1,0,Not Distracted
51,Virginia,510279,1,0,Not Distracted
51,Virginia,510279,2,0,Not Distracted
51,Virginia,510280,1,0,Not Distracted
51,Virginia,510281,1,0,Not Distracted
51,Virginia,510282,1,0,Not Distracted
51,Virginia,510283,1,0,Not Distracted
51,Virginia,510283,2,0,Not Distracted
51,Virginia,510284,1,0,Not Distracted
51,Virginia,510285,1,0,Not Distracted
51,Virginia,510286,1,98,Other Distraction [Specify:]
51,Virginia,510287,1,0,Not Distracted
51,Virginia,510287,2,0,Not Distracted
51,Virginia,510288,1,92,"Distraction (Distracted), Details Unknown"
51,Virginia,510289,1,0,Not Distracted
51,Virginia,510289,2,0,Not Distracted
51,Virginia,510290,1,0,Not Distracted
51,Virginia,510291,1,96,Not Reported
51,Virginia,510292,1,0,Not Distracted
51,Virginia,510293,1,0,Not Distracted
51,Virginia,510294,1,0,Not Distracted
51,Virginia,510295,1,96,Not Reported
51,Virginia,510295,2,0,Not Distracted
51,Virginia,510295,3,0,Not Distracted
51,Virginia,510296,1,0,Not Distracted
51,Virginia,510296,2,0,Not Distracted
51,Virginia,510297,1,0,Not Distracted
51,Virginia,510298,1,92,"Distraction (Distracted), Details Unknown"
51,Virginia,510299,1,0,Not Distracted
51,Virginia,510299,2,0,Not Distracted
51,Virginia,510300,1,98,Other Distraction [Specify:]
51,Virginia,510300,2,98,Other Distraction [Specify:]
51,Virginia,510301,1,0,Not Distracted
51,Virginia,510301,2,0,Not Distracted
51,Virginia,510302,1,0,Not Distracted
51,Virginia,510303,1,98,Other Distraction [Specify:]
51,Virginia,510304,1,0,Not Distracted
51,Virginia,510304,2,98,Other Distraction [Specify:]
51,Virginia,510305,1,0,Not Distracted
51,Virginia,510305,2,0,Not Distracted
51,Virginia,510306,1,0,Not Distracted
51,Virginia,510307,1,0,Not Distracted
51,Virginia,510307,2,0,Not Distracted
51,Virginia,510307,3,0,Not Distracted
51,Virginia,510307,4,0,Not Distracted
51,Virginia,510307,5,0,Not Distracted
51,Virginia,510308,1,0,Not Distracted
51,Virginia,510309,1,0,Not Distracted
51,Virginia,510310,1,0,Not Distracted
51,Virginia,510310,2,0,Not Distracted
51,Virginia,510311,1,96,Not Reported
51,Virginia,510311,2,96,Not Reported
51,Virginia,510312,1,0,Not Distracted
51,Virginia,510313,1,0,Not Distracted
51,Virginia,510313,2,0,Not Distracted
51,Virginia,510314,1,0,Not Distracted
51,Virginia,510314,2,0,Not Distracted
51,Virginia,510315,1,0,Not Distracted
51,Virginia,510315,2,0,Not Distracted
51,Virginia,510316,1,92,"Distraction (Distracted), Details Unknown"
51,Virginia,510317,1,0,Not Distracted
51,Virginia,510318,1,96,Not Reported
51,Virginia,510319,1,0,Not Distracted
51,Virginia,510319,2,0,Not Distracted
51,Virginia,510320,1,0,Not Distracted
51,Virginia,510320,2,0,Not Distracted
51,Virginia,510321,1,0,Not Distracted
51,Virginia,510321,2,0,Not Distracted
51,Virginia,510322,1,0,Not Distracted
51,Virginia,510323,1,0,Not Distracted
51,Virginia,510323,2,0,Not Distracted
51,Virginia,510324,1,0,Not Distracted
51,Virginia,510324,2,0,Not Distracted
51,Virginia,510325,1,0,Not Distracted
51,Virginia,510325,2,0,Not Distracted
51,Virginia,510326,1,0,Not Distracted
51,Virginia,510326,2,0,Not Distracted
51,Virginia,510327,1,0,Not Distracted
51,Virginia,510327,2,0,Not Distracted
51,Virginia,510328,1,98,Other Distraction [Specify:]
51,Virginia,510328,2,0,Not Distracted
51,Virginia,510329,1,0,Not Distracted
51,Virginia,510329,2,0,Not Distracted
51,Virginia,510330,1,0,Not Distracted
51,Virginia,510330,2,0,Not Distracted
51,Virginia,510331,1,98,Other Distraction [Specify:]
51,Virginia,510332,1,0,Not Distracted
51,Virginia,510333,1,0,Not Distracted
51,Virginia,510333,2,0,Not Distracted
51,Virginia,510334,1,0,Not Distracted
51,Virginia,510334,2,0,Not Distracted
51,Virginia,510335,1,0,Not Distracted
51,Virginia,510336,1,0,Not Distracted
51,Virginia,510337,1,0,Not Distracted
51,Virginia,510338,1,0,Not Distracted
51,Virginia,510339,1,0,Not Distracted
51,Virginia,510339,2,0,Not Distracted
51,Virginia,510339,3,0,Not Distracted
51,Virginia,510340,1,0,Not Distracted
51,Virginia,510341,1,0,Not Distracted
51,Virginia,510341,2,0,Not Distracted
51,Virginia,510342,1,0,Not Distracted
51,Virginia,510343,1,0,Not Distracted
51,Virginia,510344,1,0,Not Distracted
51,Virginia,510344,2,0,Not Distracted
51,Virginia,510345,1,96,Not Reported
51,Virginia,510346,1,0,Not Distracted
51,Virginia,510347,1,98,Other Distraction [Specify:]
51,Virginia,510348,1,5,While Talking or Listening to Mobile Phone
51,Virginia,510349,1,0,Not Distracted
51,Virginia,510350,1,0,Not Distracted
51,Virginia,510351,1,5,While Talking or Listening to Mobile Phone
51,Virginia,510352,1,0,Not Distracted
51,Virginia,510353,1,0,Not Distracted
51,Virginia,510354,1,96,Not Reported
51,Virginia,510355,1,0,Not Distracted
51,Virginia,510355,2,0,Not Distracted
51,Virginia,510356,1,0,Not Distracted
51,Virginia,510357,1,5,While Talking or Listening to Mobile Phone
51,Virginia,510357,2,0,Not Distracted
51,Virginia,510358,1,0,Not Distracted
51,Virginia,510359,1,0,Not Distracted
51,Virginia,510360,1,0,Not Distracted
51,Virginia,510361,1,0,Not Distracted
51,Virginia,510362,1,0,Not Distracted
51,Virginia,510363,1,0,Not Distracted
51,Virginia,510364,1,0,Not Distracted
51,Virginia,510365,1,0,Not Distracted
51,Virginia,510366,1,0,Not Distracted
51,Virginia,510367,1,96,Not Reported
51,Virginia,510367,2,96,Not Reported
51,Virginia,510368,1,96,Not Reported
51,Virginia,510369,1,98,Other Distraction [Specify:]
51,Virginia,510370,1,96,Not Reported
51,Virginia,510370,2,0,Not Distracted
51,Virginia,510370,3,98,Other Distraction [Specify:]
51,Virginia,510371,1,98,Other Distraction [Specify:]
51,Virginia,510371,2,0,Not Distracted
51,Virginia,510372,1,3,By Other Occupant(s)
51,Virginia,510373,1,0,Not Distracted
51,Virginia,510374,1,0,Not Distracted
51,Virginia,510374,2,0,Not Distracted
51,Virginia,510375,1,0,Not Distracted
51,Virginia,510376,1,0,Not Distracted
51,Virginia,510376,2,0,Not Distracted
51,Virginia,510376,3,0,Not Distracted
51,Virginia,510377,1,0,Not Distracted
51,Virginia,510378,1,98,Other Distraction [Specify:]
51,Virginia,510379,1,0,Not Distracted
51,Virginia,510380,1,0,Not Distracted
51,Virginia,510380,2,0,Not Distracted
51,Virginia,510381,1,92,"Distraction (Distracted), Details Unknown"
51,Virginia,510382,1,0,Not Distracted
51,Virginia,510383,1,98,Other Distraction [Specify:]
51,Virginia,510384,1,0,Not Distracted
51,Virginia,510384,2,0,Not Distracted
51,Virginia,510385,1,98,Other Distraction [Specify:]
51,Virginia,510386,1,0,Not Distracted
51,Virginia,510387,1,0,Not Distracted
51,Virginia,510387,2,0,Not Distracted
51,Virginia,510388,1,92,"Distraction (Distracted), Details Unknown"
51,Virginia,510388,2,0,Not Distracted
51,Virginia,510389,1,98,Other Distraction [Specify:]
51,Virginia,510390,1,0,Not Distracted
51,Virginia,510390,2,0,Not Distracted
51,Virginia,510391,1,96,Not Reported
51,Virginia,510391,2,0,Not Distracted
51,Virginia,510392,1,0,Not Distracted
51,Virginia,510392,2,0,Not Distracted
51,Virginia,510392,3,0,Not Distracted
51,Virginia,510393,1,0,Not Distracted
51,Virginia,510394,1,96,Not Reported
51,Virginia,510394,2,96,Not Reported
51,Virginia,510395,1,0,Not Distracted
51,Virginia,510396,1,0,Not Distracted
51,Virginia,510396,2,0,Not Distracted
51,Virginia,510397,1,96,Not Reported
51,Virginia,510398,1,96,Not Reported
51,Virginia,510399,1,0,Not Distracted
51,Virginia,510400,1,0,Not Distracted
51,Virginia,510401,1,0,Not Distracted
51,Virginia,510402,1,0,Not Distracted
51,Virginia,510403,1,96,Not Reported
51,Virginia,510404,1,0,Not Distracted
51,Virginia,510405,1,0,Not Distracted
51,Virginia,510406,1,0,Not Distracted
51,Virginia,510407,1,0,Not Distracted
51,Virginia,510407,2,0,Not Distracted
51,Virginia,510408,1,96,Not Reported
51,Virginia,510409,1,0,Not Distracted
51,Virginia,510410,1,9,While Using Other Component/Controls Integral to Vehicle
51,Virginia,510410,2,0,Not Distracted
51,Virginia,510411,1,98,Other Distraction [Specify:]
51,Virginia,510412,1,0,Not Distracted
51,Virginia,510413,1,96,Not Reported
51,Virginia,510414,1,92,"Distraction (Distracted), Details Unknown"
51,Virginia,510414,2,0,Not Distracted
51,Virginia,510414,3,0,Not Distracted
51,Virginia,510415,1,0,Not Distracted
51,Virginia,510416,1,0,Not Distracted
51,Virginia,510417,1,0,Not Distracted
51,Virginia,510417,2,98,Other Distraction [Specify:]
51,Virginia,510418,1,96,Not Reported
51,Virginia,510418,2,0,Not Distracted
51,Virginia,510419,1,92,"Distraction (Distracted), Details Unknown"
51,Virginia,510419,2,0,Not Distracted
51,Virginia,510420,1,0,Not Distracted
51,Virginia,510420,2,0,Not Distracted
51,Virginia,510420,3,0,Not Distracted
51,Virginia,510420,4,0,Not Distracted
51,Virginia,510421,1,0,Not Distracted
51,Virginia,510421,2,0,Not Distracted
51,Virginia,510422,1,0,Not Distracted
51,Virginia,510423,1,0,Not Distracted
51,Virginia,510424,1,0,Not Distracted
51,Virginia,510425,1,0,Not Distracted
51,Virginia,510426,1,0,Not Distracted
51,Virginia,510426,2,0,Not Distracted
51,Virginia,510426,3,0,Not Distracted
51,Virginia,510427,1,96,Not Reported
51,Virginia,510427,2,96,Not Reported
51,Virginia,510427,3,96,Not Reported
51,Virginia,510428,1,98,Other Distraction [Specify:]
51,Virginia,510429,1,96,Not Reported
51,Virginia,510429,2,96,Not Reported
51,Virginia,510430,1,99,Reported as Unknown if Distracted
51,Virginia,510430,2,0,Not Distracted
51,Virginia,510431,1,0,Not Distracted
51,Virginia,510432,1,3,By Other Occupant(s)
51,Virginia,510432,2,0,Not Distracted
51,Virginia,510433,1,98,Other Distraction [Specify:]
51,Virginia,510433,2,96,Not Reported
51,Virginia,510433,3,96,Not Reported
51,Virginia,510434,1,0,Not Distracted
51,Virginia,510435,1,96,Not Reported
51,Virginia,510435,2,0,Not Distracted
51,Virginia,510436,1,98,Other Distraction [Specify:]
51,Virginia,510436,2,0,Not Distracted
51,Virginia,510437,1,98,Other Distraction [Specify:]
51,Virginia,510437,2,0,Not Distracted
51,Virginia,510438,1,0,Not Distracted
51,Virginia,510439,1,98,Other Distraction [Specify:]
51,Virginia,510439,2,0,Not Distracted
51,Virginia,510440,1,0,Not Distracted
51,Virginia,510441,1,0,Not Distracted
51,Virginia,510441,2,0,Not Distracted
51,Virginia,510442,1,0,Not Distracted
51,Virginia,510442,2,0,Not Distracted
51,Virginia,510443,1,0,Not Distracted
51,Virginia,510443,2,0,Not Distracted
51,Virginia,510444,1,0,Not Distracted
51,Virginia,510444,2,0,Not Distracted
51,Virginia,510445,1,0,Not Distracted
51,Virginia,510445,2,0,Not Distracted
51,Virginia,510446,1,0,Not Distracted
51,Virginia,510446,2,0,Not Distracted
51,Virginia,510447,1,0,Not Distracted
51,Virginia,510448,1,0,Not Distracted
51,Virginia,510449,1,98,Other Distraction [Specify:]
51,Virginia,510450,1,96,Not Reported
51,Virginia,510451,1,98,Other Distraction [Specify:]
51,Virginia,510452,1,0,Not Distracted
51,Virginia,510452,2,0,Not Distracted
51,Virginia,510453,1,0,Not Distracted
51,Virginia,510453,2,0,Not Distracted
51,Virginia,510454,1,0,Not Distracted
51,Virginia,510455,1,96,Not Reported
51,Virginia,510456,1,0,Not Distracted
51,Virginia,510456,2,0,Not Distracted
51,Virginia,510457,1,0,Not Distracted
51,Virginia,510458,1,0,Not Distracted
51,Virginia,510459,1,0,Not Distracted
51,Virginia,510459,2,0,Not Distracted
51,Virginia,510460,1,98,Other Distraction [Specify:]
51,Virginia,510461,1,0,Not Distracted
51,Virginia,510462,1,0,Not Distracted
51,Virginia,510463,1,0,Not Distracted
51,Virginia,510464,1,0,Not Distracted
51,Virginia,510464,2,97,Lost in Thought / Day dreaming
51,Virginia,510464,3,0,Not Distracted
51,Virginia,510464,4,0,Not Distracted
51,Virginia,510464,5,0,Not Distracted
51,Virginia,510464,6,0,Not Distracted
51,Virginia,510464,7,0,Not Distracted
51,Virginia,510464,8,0,Not Distracted
51,Virginia,510465,1,0,Not Distracted
51,Virginia,510466,1,92,"Distraction (Distracted), Details Unknown"
51,Virginia,510467,1,0,Not Distracted
51,Virginia,510468,1,0,Not Distracted
51,Virginia,510468,2,0,Not Distracted
51,Virginia,510469,1,96,Not Reported
51,Virginia,510469,2,0,Not Distracted
51,Virginia,510470,1,0,Not Distracted
51,Virginia,510471,1,98,Other Distraction [Specify:]
51,Virginia,510471,2,0,Not Distracted
51,Virginia,510472,1,0,Not Distracted
51,Virginia,510473,1,98,Other Distraction [Specify:]
51,Virginia,510474,1,0,Not Distracted
51,Virginia,510475,1,0,Not Distracted
51,Virginia,510476,1,0,Not Distracted
51,Virginia,510476,2,0,Not Distracted
51,Virginia,510477,1,0,Not Distracted
51,Virginia,510477,2,0,Not Distracted
51,Virginia,510478,1,0,Not Distracted
51,Virginia,510478,2,0,Not Distracted
51,Virginia,510479,1,0,Not Distracted
51,Virginia,510480,1,98,Other Distraction [Specify:]
51,Virginia,510480,2,0,Not Distracted
51,Virginia,510481,1,5,While Talking or Listening to Mobile Phone
51,Virginia,510481,2,0,Not Distracted
51,Virginia,510482,1,0,Not Distracted
51,Virginia,510483,1,0,Not Distracted
51,Virginia,510484,1,0,Not Distracted
51,Virginia,510485,1,0,Not Distracted
51,Virginia,510486,1,0,Not Distracted
51,Virginia,510486,2,0,Not Distracted
51,Virginia,510487,1,0,Not Distracted
51,Virginia,510488,1,0,Not Distracted
51,Virginia,510489,1,96,Not Reported
51,Virginia,510489,2,0,Not Distracted
51,Virginia,510490,1,96,Not Reported
51,Virginia,510491,1,98,Other Distraction [Specify:]
51,Virginia,510492,1,0,Not Distracted
51,Virginia,510493,1,98,Other Distraction [Specify:]
51,Virginia,510494,1,98,Other Distraction [Specify:]
51,Virginia,510495,1,0,Not Distracted
51,Virginia,510496,1,0,Not Distracted
51,Virginia,510496,2,0,Not Distracted
51,Virginia,510497,1,92,"Distraction (Distracted), Details Unknown"
51,Virginia,510498,1,0,Not Distracted
51,Virginia,510499,1,0,Not Distracted
51,Virginia,510500,1,96,Not Reported
51,Virginia,510500,2,0,Not Distracted
51,Virginia,510501,1,0,Not Distracted
51,Virginia,510502,1,0,Not Distracted
51,Virginia,510502,2,0,Not Distracted
51,Virginia,510502,3,0,Not Distracted
51,Virginia,510502,4,0,Not Distracted
51,Virginia,510503,1,98,Other Distraction [Specify:]
51,Virginia,510503,2,0,Not Distracted
51,Virginia,510504,1,0,Not Distracted
51,Virginia,510505,1,0,Not Distracted
51,Virginia,510506,1,0,Not Distracted
51,Virginia,510507,1,0,Not Distracted
51,Virginia,510508,1,0,Not Distracted
51,Virginia,510508,2,0,Not Distracted
51,Virginia,510509,1,0,Not Distracted
51,Virginia,510510,1,0,Not Distracted
51,Virginia,510511,1,3,By Other Occupant(s)
51,Virginia,510512,1,98,Other Distraction [Specify:]
51,Virginia,510512,2,0,Not Distracted
51,Virginia,510513,1,0,Not Distracted
51,Virginia,510513,2,0,Not Distracted
51,Virginia,510514,1,0,Not Distracted
51,Virginia,510514,2,0,Not Distracted
51,Virginia,510515,1,0,Not Distracted
51,Virginia,510516,1,0,Not Distracted
51,Virginia,510516,2,0,Not Distracted
51,Virginia,510517,1,0,Not Distracted
51,Virginia,510518,1,92,"Distraction (Distracted), Details Unknown"
51,Virginia,510519,1,0,Not Distracted
51,Virginia,510519,2,96,Not Reported
51,Virginia,510520,1,0,Not Distracted
51,Virginia,510521,1,98,Other Distraction [Specify:]
51,Virginia,510522,1,0,Not Distracted
51,Virginia,510523,1,0,Not Distracted
51,Virginia,510524,1,0,Not Distracted
51,Virginia,510525,1,0,Not Distracted
51,Virginia,510526,1,6,While Manipulating Mobile Phone
51,Virginia,510526,2,0,Not Distracted
51,Virginia,510527,1,0,Not Distracted
51,Virginia,510528,1,0,Not Distracted
51,Virginia,510528,2,0,Not Distracted
51,Virginia,510529,1,98,Other Distraction [Specify:]
51,Virginia,510530,1,0,Not Distracted
51,Virginia,510530,2,0,Not Distracted
51,Virginia,510530,3,0,Not Distracted
51,Virginia,510531,1,0,Not Distracted
51,Virginia,510531,2,0,Not Distracted
51,Virginia,510532,1,0,Not Distracted
51,Virginia,510533,1,0,Not Distracted
51,Virginia,510533,2,0,Not Distracted
51,Virginia,510533,3,0,Not Distracted
51,Virginia,510534,1,0,Not Distracted
51,Virginia,510535,1,0,Not Distracted
51,Virginia,510535,2,0,Not Distracted
51,Virginia,510536,1,98,Other Distraction [Specify:]
51,Virginia,510537,1,0,Not Distracted
51,Virginia,510538,1,96,Not Reported
51,Virginia,510539,1,92,"Distraction (Distracted), Details Unknown"
51,Virginia,510540,1,0,Not Distracted
51,Virginia,510540,2,0,Not Distracted
51,Virginia,510540,3,0,Not Distracted
51,Virginia,510540,4,0,Not Distracted
51,Virginia,510541,1,98,Other Distraction [Specify:]
51,Virginia,510542,1,0,Not Distracted
51,Virginia,510543,1,98,Other Distraction [Specify:]
51,Virginia,510544,1,0,Not Distracted
51,Virginia,510545,1,0,Not Distracted
51,Virginia,510545,2,0,Not Distracted
51,Virginia,510545,3,0,Not Distracted
51,Virginia,510546,1,0,Not Distracted
51,Virginia,510547,1,96,Not Reported
51,Virginia,510547,2,0,Not Distracted
51,Virginia,510548,1,98,Other Distraction [Specify:]
51,Virginia,510548,2,0,Not Distracted
51,Virginia,510548,3,0,Not Distracted
51,Virginia,510548,4,0,Not Distracted
51,Virginia,510549,1,0,Not Distracted
51,Virginia,510549,2,0,Not Distracted
51,Virginia,510549,3,0,Not Distracted
51,Virginia,510549,4,0,Not Distracted
51,Virginia,510549,5,0,Not Distracted
51,Virginia,510549,6,0,Not Distracted
51,Virginia,510550,1,0,Not Distracted
51,Virginia,510550,2,0,Not Distracted
51,Virginia,510551,1,0,Not Distracted
51,Virginia,510552,1,0,Not Distracted
51,Virginia,510553,1,0,Not Distracted
51,Virginia,510553,2,0,Not Distracted
51,Virginia,510554,1,3,By Other Occupant(s)
51,Virginia,510555,1,92,"Distraction (Distracted), Details Unknown"
51,Virginia,510556,1,0,Not Distracted
51,Virginia,510556,2,0,Not Distracted
51,Virginia,510557,1,0,Not Distracted
51,Virginia,510558,1,0,Not Distracted
51,Virginia,510559,1,98,Other Distraction [Specify:]
51,Virginia,510560,1,0,Not Distracted
51,Virginia,510561,1,0,Not Distracted
51,Virginia,510561,2,0,Not Distracted
51,Virginia,510562,1,0,Not Distracted
