STATE,STATENAME,ST_CASE,VEH_NO,PER_NO,NMHELMET,NMHELMETNAME,NMPROPAD,NMPROPADNAME,NMOTHPRO,NMOTHPRONAME,NMREFCLO,NMREFCLONAME,NMLIGHT,NMLIGHTNAME,NMOTHPRE,NMOTHPRENAME
28,Mississippi,280491,0,1,8,Not Reported,8,Not Reported,8,Not Reported,1,No,1,No,8,Not Reported
28,Mississippi,280497,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
28,Mississippi,280506,0,1,1,No,1,No,1,No,1,No,1,No,1,No
28,Mississippi,280509,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
28,Mississippi,280512,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
28,Mississippi,280528,0,1,8,Not Reported,8,Not Reported,8,Not Reported,1,No,1,No,8,Not Reported
28,Mississippi,280537,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
28,Mississippi,280553,0,1,8,Not Reported,8,Not Reported,8,Not Reported,1,No,1,No,8,Not Reported
28,Mississippi,280562,0,1,8,Not Reported,8,Not Reported,8,Not Reported,1,No,1,No,8,Not Reported
28,Mississippi,280571,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
28,Mississippi,280573,0,1,8,Not Reported,8,Not Reported,8,Not Reported,1,No,1,No,8,Not Reported
28,Mississippi,280582,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
28,Mississippi,280583,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
28,Mississippi,280584,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
29,Missouri,290019,0,1,1,No,8,Not Reported,8,Not Reported,1,No,8,Not Reported,8,Not Reported
29,Missouri,290033,0,1,1,No,8,Not Reported,8,Not Reported,1,No,8,Not Reported,8,Not Reported
29,Missouri,290041,0,1,1,No,8,Not Reported,8,Not Reported,1,No,8,Not Reported,8,Not Reported
29,Missouri,290044,0,1,1,No,8,Not Reported,8,Not Reported,1,No,8,Not Reported,8,Not Reported
29,Missouri,290065,0,1,1,No,8,Not Reported,8,Not Reported,1,No,8,Not Reported,8,Not Reported
29,Missouri,290067,0,1,1,No,8,Not Reported,8,Not Reported,1,No,8,Not Reported,8,Not Reported
29,Missouri,290068,0,1,1,No,8,Not Reported,8,Not Reported,1,No,8,Not Reported,8,Not Reported
29,Missouri,290068,0,2,1,No,8,Not Reported,8,Not Reported,1,No,8,Not Reported,8,Not Reported
29,Missouri,290068,0,3,1,No,8,Not Reported,8,Not Reported,1,No,8,Not Reported,8,Not Reported
29,Missouri,290074,0,1,1,No,8,Not Reported,8,Not Reported,1,No,8,Not Reported,8,Not Reported
29,Missouri,290076,0,1,1,No,8,Not Reported,8,Not Reported,1,No,8,Not Reported,8,Not Reported
29,Missouri,290076,0,2,1,No,8,Not Reported,8,Not Reported,1,No,8,Not Reported,8,Not Reported
29,Missouri,290082,0,1,1,No,8,Not Reported,8,Not Reported,1,No,8,Not Reported,8,Not Reported
29,Missouri,290088,0,1,1,No,8,Not Reported,8,Not Reported,1,No,8,Not Reported,8,Not Reported
29,Missouri,290095,0,1,1,No,8,Not Reported,8,Not Reported,1,No,8,Not Reported,8,Not Reported
29,Missouri,290103,0,1,1,No,8,Not Reported,8,Not Reported,1,No,8,Not Reported,8,Not Reported
29,Missouri,290104,0,1,1,No,8,Not Reported,8,Not Reported,1,No,8,Not Reported,8,Not Reported
29,Missouri,290121,0,1,1,No,8,Not Reported,8,Not Reported,1,No,8,Not Reported,8,Not Reported
29,Missouri,290127,0,1,1,No,8,Not Reported,8,Not Reported,1,No,8,Not Reported,8,Not Reported
29,Missouri,290129,0,1,1,No,8,Not Reported,8,Not Reported,1,No,8,Not Reported,8,Not Reported
29,Missouri,290133,0,1,1,No,8,Not Reported,8,Not Reported,1,No,8,Not Reported,8,Not Reported
29,Missouri,290134,0,1,1,No,8,Not Reported,8,Not Reported,1,No,8,Not Reported,8,Not Reported
29,Missouri,290138,0,1,1,No,8,Not Reported,8,Not Reported,1,No,8,Not Reported,8,Not Reported
29,Missouri,290140,0,1,1,No,8,Not Reported,8,Not Reported,1,No,8,Not Reported,8,Not Reported
29,Missouri,290157,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
29,Missouri,290161,0,1,1,No,8,Not Reported,8,Not Reported,1,No,8,Not Reported,8,Not Reported
29,Missouri,290164,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
29,Missouri,290168,0,1,1,No,8,Not Reported,8,Not Reported,1,No,8,Not Reported,8,Not Reported
29,Missouri,290179,0,1,1,No,8,Not Reported,8,Not Reported,1,No,8,Not Reported,8,Not Reported
29,Missouri,290180,0,1,1,No,8,Not Reported,8,Not Reported,1,No,8,Not Reported,8,Not Reported
29,Missouri,290181,0,1,1,No,8,Not Reported,8,Not Reported,1,No,8,Not Reported,8,Not Reported
29,Missouri,290185,0,1,1,No,8,Not Reported,8,Not Reported,1,No,8,Not Reported,8,Not Reported
29,Missouri,290194,0,1,1,No,8,Not Reported,8,Not Reported,1,No,8,Not Reported,8,Not Reported
29,Missouri,290202,0,1,1,No,8,Not Reported,8,Not Reported,1,No,8,Not Reported,8,Not Reported
29,Missouri,290210,0,1,1,No,8,Not Reported,8,Not Reported,1,No,8,Not Reported,8,Not Reported
29,Missouri,290211,0,1,1,No,8,Not Reported,8,Not Reported,1,No,8,Not Reported,8,Not Reported
29,Missouri,290215,0,1,1,No,8,Not Reported,8,Not Reported,1,No,8,Not Reported,8,Not Reported
29,Missouri,290216,0,1,1,No,8,Not Reported,8,Not Reported,1,No,8,Not Reported,8,Not Reported
29,Missouri,290222,0,1,1,No,8,Not Reported,8,Not Reported,1,No,8,Not Reported,8,Not Reported
29,Missouri,290222,0,2,1,No,8,Not Reported,8,Not Reported,1,No,8,Not Reported,8,Not Reported
29,Missouri,290230,0,1,1,No,8,Not Reported,8,Not Reported,1,No,8,Not Reported,8,Not Reported
29,Missouri,290234,0,1,1,No,8,Not Reported,8,Not Reported,1,No,8,Not Reported,8,Not Reported
29,Missouri,290235,0,1,1,No,8,Not Reported,8,Not Reported,1,No,8,Not Reported,8,Not Reported
29,Missouri,290238,0,1,1,No,8,Not Reported,8,Not Reported,1,No,8,Not Reported,8,Not Reported
29,Missouri,290243,0,1,1,No,8,Not Reported,8,Not Reported,1,No,8,Not Reported,8,Not Reported
29,Missouri,290246,0,1,1,No,8,Not Reported,8,Not Reported,1,No,8,Not Reported,8,Not Reported
29,Missouri,290258,0,1,1,No,8,Not Reported,8,Not Reported,1,No,8,Not Reported,8,Not Reported
29,Missouri,290259,0,1,1,No,8,Not Reported,8,Not Reported,1,No,8,Not Reported,8,Not Reported
29,Missouri,290282,0,1,1,No,8,Not Reported,8,Not Reported,1,No,8,Not Reported,8,Not Reported
29,Missouri,290312,0,1,1,No,8,Not Reported,8,Not Reported,1,No,8,Not Reported,8,Not Reported
29,Missouri,290332,0,1,1,No,8,Not Reported,8,Not Reported,1,No,8,Not Reported,8,Not Reported
29,Missouri,290351,0,1,2,Yes,8,Not Reported,8,Not Reported,1,No,8,Not Reported,8,Not Reported
29,Missouri,290357,0,1,1,No,8,Not Reported,8,Not Reported,1,No,8,Not Reported,8,Not Reported
29,Missouri,290357,0,2,1,No,8,Not Reported,8,Not Reported,1,No,8,Not Reported,8,Not Reported
29,Missouri,290362,0,1,1,No,8,Not Reported,8,Not Reported,1,No,8,Not Reported,8,Not Reported
29,Missouri,290388,0,1,1,No,8,Not Reported,8,Not Reported,1,No,8,Not Reported,8,Not Reported
29,Missouri,290393,0,1,1,No,8,Not Reported,8,Not Reported,1,No,8,Not Reported,8,Not Reported
29,Missouri,290400,0,1,1,No,8,Not Reported,8,Not Reported,1,No,8,Not Reported,8,Not Reported
29,Missouri,290407,0,1,1,No,8,Not Reported,8,Not Reported,1,No,8,Not Reported,8,Not Reported
29,Missouri,290424,0,1,1,No,8,Not Reported,8,Not Reported,1,No,8,Not Reported,8,Not Reported
29,Missouri,290425,0,1,1,No,8,Not Reported,8,Not Reported,1,No,8,Not Reported,8,Not Reported
29,Missouri,290441,0,1,1,No,8,Not Reported,8,Not Reported,1,No,8,Not Reported,8,Not Reported
29,Missouri,290442,0,1,1,No,8,Not Reported,8,Not Reported,1,No,8,Not Reported,8,Not Reported
29,Missouri,290444,0,1,1,No,8,Not Reported,8,Not Reported,1,No,8,Not Reported,8,Not Reported
29,Missouri,290444,0,2,1,No,8,Not Reported,8,Not Reported,1,No,8,Not Reported,8,Not Reported
29,Missouri,290445,0,1,1,No,8,Not Reported,8,Not Reported,1,No,1,No,8,Not Reported
29,Missouri,290456,0,1,1,No,8,Not Reported,8,Not Reported,1,No,8,Not Reported,8,Not Reported
29,Missouri,290461,0,1,1,No,8,Not Reported,8,Not Reported,1,No,8,Not Reported,8,Not Reported
29,Missouri,290470,0,1,1,No,8,Not Reported,8,Not Reported,1,No,8,Not Reported,8,Not Reported
29,Missouri,290474,0,1,1,No,8,Not Reported,8,Not Reported,1,No,8,Not Reported,8,Not Reported
29,Missouri,290481,0,1,1,No,8,Not Reported,8,Not Reported,1,No,8,Not Reported,8,Not Reported
29,Missouri,290484,0,1,1,No,8,Not Reported,8,Not Reported,1,No,8,Not Reported,8,Not Reported
29,Missouri,290484,0,2,1,No,8,Not Reported,8,Not Reported,1,No,8,Not Reported,8,Not Reported
29,Missouri,290484,0,3,1,No,8,Not Reported,8,Not Reported,1,No,8,Not Reported,8,Not Reported
29,Missouri,290484,0,4,1,No,8,Not Reported,8,Not Reported,1,No,8,Not Reported,8,Not Reported
29,Missouri,290484,0,5,1,No,8,Not Reported,8,Not Reported,1,No,8,Not Reported,8,Not Reported
29,Missouri,290484,0,6,1,No,8,Not Reported,8,Not Reported,1,No,8,Not Reported,8,Not Reported
29,Missouri,290486,0,1,1,No,8,Not Reported,8,Not Reported,1,No,8,Not Reported,8,Not Reported
29,Missouri,290493,0,1,1,No,8,Not Reported,8,Not Reported,1,No,8,Not Reported,8,Not Reported
29,Missouri,290495,0,1,2,Yes,8,Not Reported,8,Not Reported,1,No,8,Not Reported,8,Not Reported
29,Missouri,290499,0,1,1,No,8,Not Reported,8,Not Reported,1,No,8,Not Reported,8,Not Reported
29,Missouri,290502,0,1,1,No,8,Not Reported,8,Not Reported,1,No,8,Not Reported,8,Not Reported
29,Missouri,290508,0,1,1,No,8,Not Reported,8,Not Reported,1,No,8,Not Reported,8,Not Reported
29,Missouri,290513,0,1,1,No,8,Not Reported,8,Not Reported,1,No,8,Not Reported,8,Not Reported
29,Missouri,290526,0,1,1,No,8,Not Reported,8,Not Reported,1,No,8,Not Reported,8,Not Reported
29,Missouri,290532,0,1,1,No,8,Not Reported,8,Not Reported,1,No,8,Not Reported,8,Not Reported
29,Missouri,290545,0,1,1,No,8,Not Reported,8,Not Reported,1,No,8,Not Reported,8,Not Reported
29,Missouri,290546,0,1,1,No,8,Not Reported,8,Not Reported,1,No,8,Not Reported,8,Not Reported
29,Missouri,290554,0,1,1,No,8,Not Reported,8,Not Reported,1,No,8,Not Reported,8,Not Reported
29,Missouri,290556,0,1,1,No,8,Not Reported,8,Not Reported,1,No,8,Not Reported,8,Not Reported
29,Missouri,290558,0,1,1,No,8,Not Reported,8,Not Reported,1,No,2,Yes,8,Not Reported
29,Missouri,290566,0,1,1,No,8,Not Reported,8,Not Reported,1,No,8,Not Reported,8,Not Reported
29,Missouri,290577,0,1,1,No,8,Not Reported,8,Not Reported,1,No,8,Not Reported,8,Not Reported
29,Missouri,290579,0,1,1,No,8,Not Reported,8,Not Reported,1,No,8,Not Reported,8,Not Reported
29,Missouri,290582,0,1,1,No,8,Not Reported,8,Not Reported,1,No,8,Not Reported,8,Not Reported
29,Missouri,290592,0,1,1,No,8,Not Reported,8,Not Reported,1,No,8,Not Reported,8,Not Reported
29,Missouri,290595,0,1,1,No,8,Not Reported,8,Not Reported,1,No,8,Not Reported,8,Not Reported
29,Missouri,290604,0,1,1,No,8,Not Reported,8,Not Reported,1,No,8,Not Reported,8,Not Reported
29,Missouri,290611,0,1,1,No,8,Not Reported,8,Not Reported,1,No,8,Not Reported,8,Not Reported
29,Missouri,290628,0,1,1,No,8,Not Reported,8,Not Reported,1,No,8,Not Reported,8,Not Reported
29,Missouri,290640,0,1,1,No,8,Not Reported,8,Not Reported,1,No,8,Not Reported,8,Not Reported
29,Missouri,290642,0,1,1,No,8,Not Reported,8,Not Reported,1,No,8,Not Reported,8,Not Reported
29,Missouri,290642,0,2,1,No,8,Not Reported,8,Not Reported,1,No,8,Not Reported,8,Not Reported
29,Missouri,290642,0,3,1,No,8,Not Reported,8,Not Reported,1,No,8,Not Reported,8,Not Reported
29,Missouri,290648,0,1,1,No,8,Not Reported,8,Not Reported,1,No,8,Not Reported,8,Not Reported
29,Missouri,290660,0,1,1,No,8,Not Reported,8,Not Reported,1,No,8,Not Reported,8,Not Reported
29,Missouri,290662,0,1,1,No,8,Not Reported,8,Not Reported,1,No,8,Not Reported,8,Not Reported
29,Missouri,290666,0,1,1,No,8,Not Reported,8,Not Reported,1,No,8,Not Reported,8,Not Reported
29,Missouri,290672,0,1,1,No,8,Not Reported,8,Not Reported,1,No,8,Not Reported,8,Not Reported
29,Missouri,290674,0,1,1,No,8,Not Reported,8,Not Reported,1,No,8,Not Reported,8,Not Reported
29,Missouri,290677,0,1,1,No,8,Not Reported,8,Not Reported,1,No,8,Not Reported,8,Not Reported
29,Missouri,290691,0,1,1,No,8,Not Reported,8,Not Reported,2,Yes,8,Not Reported,8,Not Reported
29,Missouri,290692,0,1,1,No,8,Not Reported,8,Not Reported,1,No,8,Not Reported,8,Not Reported
29,Missouri,290697,0,1,1,No,8,Not Reported,8,Not Reported,1,No,8,Not Reported,8,Not Reported
29,Missouri,290707,0,1,1,No,8,Not Reported,8,Not Reported,1,No,8,Not Reported,8,Not Reported
29,Missouri,290723,0,1,1,No,8,Not Reported,8,Not Reported,1,No,8,Not Reported,8,Not Reported
29,Missouri,290729,0,1,1,No,8,Not Reported,8,Not Reported,1,No,8,Not Reported,8,Not Reported
29,Missouri,290729,0,2,8,Not Reported,8,Not Reported,8,Not Reported,1,No,8,Not Reported,8,Not Reported
29,Missouri,290729,0,3,1,No,8,Not Reported,8,Not Reported,1,No,8,Not Reported,8,Not Reported
29,Missouri,290730,0,1,1,No,8,Not Reported,8,Not Reported,1,No,8,Not Reported,8,Not Reported
29,Missouri,290736,0,1,1,No,8,Not Reported,8,Not Reported,1,No,8,Not Reported,8,Not Reported
29,Missouri,290738,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
29,Missouri,290741,0,1,1,No,8,Not Reported,8,Not Reported,1,No,8,Not Reported,8,Not Reported
29,Missouri,290751,0,1,1,No,8,Not Reported,8,Not Reported,1,No,8,Not Reported,8,Not Reported
29,Missouri,290755,0,1,1,No,8,Not Reported,8,Not Reported,1,No,8,Not Reported,8,Not Reported
29,Missouri,290756,0,1,1,No,8,Not Reported,8,Not Reported,1,No,8,Not Reported,8,Not Reported
29,Missouri,290759,0,1,1,No,8,Not Reported,8,Not Reported,1,No,8,Not Reported,8,Not Reported
29,Missouri,290760,0,1,1,No,8,Not Reported,8,Not Reported,1,No,8,Not Reported,8,Not Reported
29,Missouri,290767,0,1,1,No,8,Not Reported,8,Not Reported,1,No,8,Not Reported,8,Not Reported
29,Missouri,290775,0,1,1,No,8,Not Reported,8,Not Reported,1,No,8,Not Reported,8,Not Reported
29,Missouri,290795,0,1,1,No,8,Not Reported,8,Not Reported,1,No,8,Not Reported,8,Not Reported
29,Missouri,290795,0,2,1,No,8,Not Reported,8,Not Reported,1,No,8,Not Reported,8,Not Reported
29,Missouri,290800,0,1,1,No,8,Not Reported,8,Not Reported,1,No,8,Not Reported,8,Not Reported
29,Missouri,290809,0,1,1,No,8,Not Reported,8,Not Reported,1,No,8,Not Reported,8,Not Reported
29,Missouri,290809,0,2,1,No,8,Not Reported,8,Not Reported,1,No,8,Not Reported,8,Not Reported
29,Missouri,290809,0,3,1,No,8,Not Reported,8,Not Reported,1,No,8,Not Reported,8,Not Reported
29,Missouri,290811,0,1,1,No,8,Not Reported,8,Not Reported,1,No,8,Not Reported,8,Not Reported
29,Missouri,290813,0,1,1,No,8,Not Reported,8,Not Reported,1,No,8,Not Reported,8,Not Reported
29,Missouri,290814,0,1,2,Yes,8,Not Reported,8,Not Reported,1,No,8,Not Reported,8,Not Reported
29,Missouri,290822,0,1,1,No,8,Not Reported,8,Not Reported,1,No,8,Not Reported,8,Not Reported
29,Missouri,290823,0,1,1,No,8,Not Reported,8,Not Reported,1,No,8,Not Reported,8,Not Reported
29,Missouri,290828,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
29,Missouri,290832,0,1,1,No,8,Not Reported,8,Not Reported,1,No,8,Not Reported,8,Not Reported
29,Missouri,290835,0,1,1,No,8,Not Reported,8,Not Reported,1,No,8,Not Reported,8,Not Reported
30,Montana,300005,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
30,Montana,300007,0,1,1,No,1,No,1,No,1,No,1,No,8,Not Reported
30,Montana,300009,0,1,1,No,1,No,1,No,1,No,1,No,1,No
30,Montana,300015,0,1,1,No,1,No,1,No,1,No,1,No,1,No
30,Montana,300018,0,1,1,No,1,No,1,No,1,No,1,No,1,No
30,Montana,300029,0,1,1,No,1,No,1,No,1,No,1,No,1,No
30,Montana,300032,0,1,1,No,1,No,1,No,1,No,1,No,1,No
30,Montana,300033,0,1,1,No,1,No,1,No,1,No,1,No,1,No
30,Montana,300073,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
30,Montana,300083,0,1,1,No,1,No,1,No,1,No,1,No,1,No
30,Montana,300086,0,1,2,Yes,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
30,Montana,300099,0,1,1,No,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
30,Montana,300109,0,1,1,No,1,No,1,No,8,Not Reported,8,Not Reported,8,Not Reported
30,Montana,300112,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,1,No,8,Not Reported
30,Montana,300123,0,1,1,No,1,No,1,No,1,No,1,No,1,No
30,Montana,300138,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
30,Montana,300142,0,1,1,No,1,No,1,No,1,No,1,No,1,No
30,Montana,300154,0,1,1,No,1,No,1,No,1,No,1,No,1,No
30,Montana,300159,0,1,8,Not Reported,8,Not Reported,8,Not Reported,1,No,8,Not Reported,8,Not Reported
30,Montana,300160,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
30,Montana,300162,0,1,1,No,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
31,Nebraska,310009,0,1,1,No,1,No,1,No,1,No,1,No,1,No
31,Nebraska,310011,0,1,1,No,1,No,1,No,1,No,1,No,1,No
31,Nebraska,310014,0,1,1,No,1,No,1,No,1,No,1,No,1,No
31,Nebraska,310023,0,1,1,No,1,No,1,No,1,No,1,No,1,No
31,Nebraska,310044,0,1,1,No,1,No,1,No,1,No,1,No,1,No
31,Nebraska,310068,0,1,1,No,1,No,1,No,1,No,1,No,1,No
31,Nebraska,310073,0,1,1,No,1,No,1,No,1,No,1,No,1,No
31,Nebraska,310110,0,1,1,No,1,No,1,No,1,No,1,No,1,No
31,Nebraska,310118,0,1,1,No,1,No,1,No,1,No,1,No,1,No
31,Nebraska,310125,0,1,1,No,1,No,1,No,1,No,1,No,1,No
31,Nebraska,310131,0,1,1,No,1,No,1,No,1,No,1,No,1,No
31,Nebraska,310136,0,1,1,No,1,No,1,No,1,No,1,No,1,No
31,Nebraska,310154,0,1,1,No,1,No,1,No,1,No,1,No,1,No
31,Nebraska,310161,0,1,1,No,1,No,1,No,1,No,1,No,1,No
31,Nebraska,310174,0,1,1,No,1,No,1,No,1,No,1,No,1,No
31,Nebraska,310176,0,1,1,No,1,No,1,No,1,No,1,No,1,No
31,Nebraska,310177,0,1,1,No,1,No,1,No,1,No,1,No,1,No
31,Nebraska,310191,0,1,1,No,1,No,1,No,1,No,1,No,1,No
31,Nebraska,310194,0,1,1,No,1,No,1,No,1,No,1,No,1,No
31,Nebraska,310196,0,1,1,No,1,No,1,No,1,No,1,No,1,No
31,Nebraska,310201,0,1,1,No,1,No,1,No,1,No,1,No,1,No
31,Nebraska,310213,0,1,1,No,1,No,1,No,1,No,1,No,1,No
32,Nevada,320001,0,1,1,No,1,No,1,No,1,No,1,No,1,No
32,Nevada,320002,0,1,1,No,1,No,1,No,1,No,1,No,1,No
32,Nevada,320003,0,1,1,No,1,No,1,No,1,No,1,No,1,No
32,Nevada,320005,0,1,1,No,1,No,1,No,1,No,1,No,1,No
32,Nevada,320006,0,1,9,Reported as Unknown,9,Reported as Unknown,9,Reported as Unknown,9,Reported as Unknown,9,Reported as Unknown,9,Reported as Unknown
32,Nevada,320010,0,1,1,No,1,No,8,Not Reported,2,Yes,1,No,8,Not Reported
32,Nevada,320012,0,1,1,No,1,No,1,No,1,No,1,No,1,No
32,Nevada,320013,0,1,1,No,1,No,1,No,1,No,1,No,1,No
32,Nevada,320016,0,1,1,No,1,No,1,No,1,No,1,No,1,No
32,Nevada,320018,0,1,1,No,1,No,1,No,1,No,1,No,1,No
32,Nevada,320019,0,1,1,No,1,No,8,Not Reported,2,Yes,1,No,8,Not Reported
32,Nevada,320021,0,1,1,No,1,No,1,No,1,No,1,No,1,No
32,Nevada,320023,0,1,1,No,1,No,1,No,1,No,1,No,1,No
32,Nevada,320025,0,1,1,No,1,No,1,No,1,No,1,No,1,No
32,Nevada,320034,0,1,1,No,1,No,1,No,1,No,1,No,1,No
32,Nevada,320034,0,2,1,No,1,No,1,No,1,No,1,No,1,No
32,Nevada,320034,0,3,1,No,1,No,1,No,1,No,1,No,1,No
32,Nevada,320036,0,1,1,No,1,No,1,No,1,No,1,No,1,No
32,Nevada,320038,0,1,1,No,1,No,1,No,1,No,1,No,1,No
32,Nevada,320039,0,1,1,No,1,No,1,No,1,No,1,No,1,No
32,Nevada,320040,0,1,1,No,1,No,1,No,1,No,1,No,1,No
32,Nevada,320040,0,2,1,No,1,No,1,No,1,No,1,No,1,No
32,Nevada,320041,0,1,1,No,1,No,1,No,1,No,1,No,1,No
32,Nevada,320043,0,1,1,No,1,No,1,No,1,No,1,No,1,No
32,Nevada,320046,0,1,1,No,1,No,1,No,1,No,1,No,1,No
32,Nevada,320047,0,1,1,No,1,No,1,No,1,No,1,No,1,No
32,Nevada,320048,0,1,1,No,1,No,1,No,1,No,1,No,1,No
32,Nevada,320051,0,1,1,No,1,No,1,No,1,No,1,No,1,No
32,Nevada,320054,0,1,1,No,1,No,1,No,1,No,1,No,1,No
32,Nevada,320055,0,1,1,No,1,No,1,No,1,No,1,No,1,No
32,Nevada,320056,0,1,1,No,1,No,1,No,1,No,1,No,1,No
32,Nevada,320061,0,1,1,No,1,No,1,No,1,No,1,No,1,No
32,Nevada,320062,0,1,1,No,1,No,1,No,1,No,1,No,1,No
32,Nevada,320067,0,1,1,No,1,No,1,No,1,No,1,No,1,No
32,Nevada,320067,0,2,1,No,1,No,1,No,1,No,1,No,1,No
32,Nevada,320072,0,1,1,No,1,No,1,No,1,No,1,No,1,No
32,Nevada,320073,0,1,2,Yes,1,No,1,No,1,No,1,No,1,No
32,Nevada,320076,0,1,1,No,1,No,1,No,1,No,1,No,1,No
32,Nevada,320077,0,1,1,No,1,No,1,No,1,No,1,No,1,No
32,Nevada,320078,0,1,1,No,1,No,1,No,1,No,1,No,1,No
32,Nevada,320091,0,1,1,No,1,No,1,No,1,No,1,No,1,No
32,Nevada,320094,0,1,1,No,1,No,1,No,1,No,1,No,1,No
32,Nevada,320098,0,1,1,No,1,No,1,No,1,No,1,No,1,No
32,Nevada,320106,0,1,1,No,1,No,1,No,1,No,1,No,1,No
32,Nevada,320108,0,1,1,No,1,No,1,No,1,No,1,No,1,No
32,Nevada,320109,0,1,1,No,1,No,1,No,1,No,1,No,1,No
32,Nevada,320111,0,1,1,No,1,No,1,No,1,No,1,No,1,No
32,Nevada,320112,0,1,1,No,1,No,1,No,1,No,1,No,1,No
32,Nevada,320113,0,1,2,Yes,1,No,8,Not Reported,1,No,1,No,8,Not Reported
32,Nevada,320119,0,1,1,No,1,No,1,No,1,No,1,No,1,No
32,Nevada,320122,0,1,1,No,1,No,1,No,1,No,1,No,1,No
32,Nevada,320129,0,1,1,No,1,No,1,No,1,No,1,No,1,No
32,Nevada,320129,0,2,1,No,1,No,8,Not Reported,1,No,1,No,8,Not Reported
32,Nevada,320131,0,1,1,No,1,No,1,No,1,No,1,No,1,No
32,Nevada,320137,0,1,1,No,1,No,1,No,1,No,1,No,1,No
32,Nevada,320138,0,1,1,No,1,No,1,No,1,No,1,No,1,No
32,Nevada,320139,0,1,1,No,1,No,1,No,1,No,1,No,1,No
32,Nevada,320149,0,1,1,No,1,No,1,No,1,No,1,No,1,No
32,Nevada,320152,0,1,1,No,1,No,1,No,1,No,1,No,1,No
32,Nevada,320152,0,2,1,No,1,No,1,No,1,No,1,No,1,No
32,Nevada,320152,0,3,1,No,1,No,1,No,1,No,1,No,1,No
32,Nevada,320153,0,1,1,No,1,No,1,No,1,No,1,No,1,No
32,Nevada,320162,0,1,1,No,1,No,1,No,1,No,1,No,1,No
32,Nevada,320164,0,1,1,No,1,No,1,No,1,No,1,No,1,No
32,Nevada,320172,0,1,1,No,1,No,1,No,1,No,1,No,1,No
32,Nevada,320176,0,1,1,No,1,No,1,No,1,No,1,No,1,No
32,Nevada,320177,0,1,1,No,1,No,1,No,1,No,1,No,1,No
32,Nevada,320178,0,1,1,No,1,No,1,No,1,No,1,No,1,No
32,Nevada,320182,0,1,1,No,1,No,1,No,1,No,1,No,1,No
32,Nevada,320202,0,1,1,No,1,No,1,No,1,No,1,No,1,No
32,Nevada,320207,0,1,1,No,1,No,1,No,1,No,1,No,1,No
32,Nevada,320208,0,1,1,No,1,No,1,No,1,No,1,No,1,No
32,Nevada,320212,0,1,1,No,1,No,1,No,1,No,1,No,1,No
32,Nevada,320216,0,1,1,No,1,No,1,No,1,No,1,No,1,No
32,Nevada,320226,0,1,1,No,1,No,1,No,1,No,1,No,1,No
32,Nevada,320227,0,1,1,No,1,No,1,No,1,No,1,No,1,No
32,Nevada,320238,0,1,1,No,1,No,1,No,1,No,1,No,1,No
32,Nevada,320241,0,1,1,No,1,No,1,No,1,No,1,No,1,No
32,Nevada,320244,0,1,1,No,1,No,1,No,1,No,1,No,1,No
32,Nevada,320245,0,1,1,No,1,No,1,No,1,No,1,No,1,No
32,Nevada,320247,0,1,1,No,1,No,1,No,1,No,1,No,1,No
32,Nevada,320257,0,1,1,No,1,No,1,No,1,No,1,No,1,No
32,Nevada,320260,0,1,9,Reported as Unknown,9,Reported as Unknown,9,Reported as Unknown,9,Reported as Unknown,9,Reported as Unknown,9,Reported as Unknown
32,Nevada,320261,0,1,1,No,1,No,1,No,1,No,1,No,1,No
32,Nevada,320262,0,1,1,No,1,No,1,No,1,No,1,No,1,No
