"STATE","STATENAME","ST_CASE","VEH_NO","PVE_FORMS","PNUMOCCS","PNUMOCCSNAME","PDAY","PDAYNAME","PMONTH","PMONTHNAME","PHOUR","PHOURNAME","PMINUTE","PMINUTENAME","PHARM_EV","PHARM_EVNAME","PMAN_COLL","PMAN_COLLNAME","PTYPE","PTYPENAME","PHIT_RUN","PHIT_RUNNAME","PREG_STAT","PREG_STATNAME","POWNER","POWNERNAME","PMAKE","PMAKENAME","PMODEL","PMAK_MOD","PBODYTYP","PBODYTYPNAME","PMODYEAR","PMODYEARNAME","PVIN","PVINNAME","PVIN_1","PVIN_2","PVIN_3","PVIN_4","PVIN_5","PVIN_6","PVIN_7","PVIN_8","PVIN_9","PVIN_10","PVIN_11","PVIN_12","PTRAILER","PTRAILERNAME","PMCARR_I1","PMCARR_I1NAME","PMCARR_I2","PMCARR_I2NAME","PMCARR_ID","PMCARR_IDNAME","PGVWR","PGVWRNAME","PV_CONFIG","PV_CONFIGNAME","PCARGTYP","PCARGTYPNAME","PHAZ_INV","PHAZ_INVNAME","PHAZPLAC","PHAZPLACNAME","PHAZ_ID","PHAZ_IDNAME","PHAZ_CNO","PHAZ_CNONAME","PHAZ_REL","PHAZ_RELNAME","PBUS_USE","PBUS_USENAME","PSP_USE","PSP_USENAME","PEM_USE","PEM_USENAME","PUNDERIDE","PUNDERIDENAME","PIMPACT1","PIMPACT1NAME","PVEH_SEV","PVEH_SEVNAME","PTOWED","PTOWEDNAME","PM_HARM","PM_HARMNAME","PVEH_SC1","PVEH_SC1NAME","PVEH_SC2","PVEH_SC2NAME","PFIRE","PFIRENAME","PDEATHS","PTRLR1VIN","PTRLR1VINNAME","PTRLR2VIN","PTRLR2VINNAME","PTRLR3VIN","PTRLR3VINNAME"
28,"Mississippi",280162,2,1,0,"None",23,23,4,"April",11,"11:00am-11:59am",6,6,8,"Pedestrian",0,"The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",2,"Motor Vehicle Not In-Transport Within the Trafficway",0,"No",28,"Mississippi",6,"Driverless/Motor Vehicle Parked/Stopped Off Roadway",84,"International Harvester/Navistar",881,"International Harvester/Navistar Medium/Heavy - CBE",62,"Single-unit straight truck or Cab-Chassis (GVWR range 19,501 to 26,000 lbs.)",2003,2003,"1HTMMAAL63H5","1HTMMAAL63H5",1,"H","T","M","M","A","A","L",6,3,"H",5,0,"No Trailing Units",88,"None",888888888,"None",88888888888,"None",2,"10,001 lbs - 26,000 lbs",1,"Single-Unit Truck (2- axle and GVWR more than 10,000 lbs)",97,"Other",1,"No",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not a Bus",0,"No Special Use",0,"Not Applicable",0,"No Underride or Override Noted",9,"9 Clock Point",2,"Minor Damage",5,"Not Towed",8,"Pedestrian",0,"None",0,"None",0,"No or Not Reported",0,777777777777,"No Trailing Units",777777777777,"No Trailing Units",777777777777,"No Trailing Units"
28,"Mississippi",280328,3,2,0,"None",21,21,7,"July",10,"10:00am-10:59am",2,2,12,"Motor Vehicle In-Transport",6,"Angle",3,"Motor Vehicle Not In-Transport Outside the Trafficway",0,"No",28,"Mississippi",6,"Driverless/Motor Vehicle Parked/Stopped Off Roadway",12,"Ford",442,"Ford Windstar",20,"Minivan (Chrysler Town and Country, Caravan, Grand Caravan, Voyager, Voyager, Honda-Odyssey, ...)",1998,1998,"2FMZA5147WBE","2FMZA5147WBE",2,"F","M","Z","A",5,1,4,7,"W","B","E",0,"No Trailing Units",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable (N/A)",1,"No",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not a Bus",0,"No Special Use",0,"Not Applicable",0,"No Underride or Override Noted",6,"6 Clock Point",2,"Minor Damage",5,"Not Towed",12,"Motor Vehicle In-Transport",0,"None",0,"None",0,"No or Not Reported",0,777777777777,"No Trailing Units",777777777777,"No Trailing Units",777777777777,"No Trailing Units"
28,"Mississippi",280328,4,2,0,"None",21,21,7,"July",10,"10:00am-10:59am",2,2,12,"Motor Vehicle In-Transport",6,"Angle",3,"Motor Vehicle Not In-Transport Outside the Trafficway",0,"No",28,"Mississippi",6,"Driverless/Motor Vehicle Parked/Stopped Off Roadway",7,"Dodge",482,"Dodge Ram Pickup",34,"Light Pickup",2001,2001,"3B7HC13Y81M5","3B7HC13Y81M5",3,"B",7,"H","C",1,3,"Y",8,1,"M",5,0,"No Trailing Units",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable (N/A)",1,"No",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not a Bus",0,"No Special Use",0,"Not Applicable",0,"No Underride or Override Noted",6,"6 Clock Point",2,"Minor Damage",5,"Not Towed",12,"Motor Vehicle In-Transport",0,"None",0,"None",0,"No or Not Reported",0,777777777777,"No Trailing Units",777777777777,"No Trailing Units",777777777777,"No Trailing Units"
28,"Mississippi",280360,1,1,1,1,20,20,8,"August",16,"4:00pm-4:59pm",14,14,45,"Working Motor Vehicle",0,"The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",4,"Working Motor Vehicle (highway construction, maintenance, utility only)",0,"No",28,"Mississippi",3,"Vehicle Registered as Business/Company/Government Vehicle",12,"Ford",481,"Ford F-Series pickup",34,"Light Pickup",2017,2017,"1FT7W2A64HEE","1FT7W2A64HEE",1,"F","T",7,"W",2,"A",6,4,"H","E","E",0,"No Trailing Units",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable (N/A)",1,"No",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not a Bus",0,"No Special Use",0,"Not Applicable",0,"No Underride or Override Noted",6,"6 Clock Point",6,"Disabling Damage",2,"Towed Due to Disabling Damage",45,"Working Motor Vehicle",0,"None",0,"None",0,"No or Not Reported",0,777777777777,"No Trailing Units",777777777777,"No Trailing Units",777777777777,"No Trailing Units"
29,"Missouri",290097,2,1,0,"None",1,1,2,"February",23,"11:00pm-11:59pm",14,14,14,"Parked Motor Vehicle",0,"The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",2,"Motor Vehicle Not In-Transport Within the Trafficway",0,"No",29,"Missouri",6,"Driverless/Motor Vehicle Parked/Stopped Off Roadway",55,"Hyundai",35,"Hyundai Elantra",4,"4-door sedan, hardtop",2013,2013,"5NPDH4AE8DH4","5NPDH4AE8DH4",5,"N","P","D","H",4,"A","E",8,"D","H",4,0,"No Trailing Units",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable (N/A)",1,"No",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not a Bus",0,"No Special Use",0,"Not Applicable",0,"No Underride or Override Noted",12,"12 Clock Point",8,"Not Reported",5,"Not Towed",14,"Parked Motor Vehicle",0,"None",0,"None",0,"No or Not Reported",0,777777777777,"No Trailing Units",777777777777,"No Trailing Units",777777777777,"No Trailing Units"
29,"Missouri",290097,3,1,0,"None",1,1,2,"February",23,"11:00pm-11:59pm",14,14,14,"Parked Motor Vehicle",0,"The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",2,"Motor Vehicle Not In-Transport Within the Trafficway",0,"No",99,"Reported as Unknown",6,"Driverless/Motor Vehicle Parked/Stopped Off Roadway",20,"Chevrolet",403,"Chevrolet TrailBlazer (2003 on; for 2002 model, see 401)",14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",2004,2004,"1GNET16SX461","1GNET16SX461",1,"G","N","E","T",1,6,"S","X",4,6,1,0,"No Trailing Units",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable (N/A)",1,"No",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not a Bus",0,"No Special Use",0,"Not Applicable",0,"No Underride or Override Noted",12,"12 Clock Point",8,"Not Reported",5,"Not Towed",14,"Parked Motor Vehicle",0,"None",0,"None",0,"No or Not Reported",0,777777777777,"No Trailing Units",777777777777,"No Trailing Units",777777777777,"No Trailing Units"
29,"Missouri",290097,4,1,0,"None",1,1,2,"February",23,"11:00pm-11:59pm",14,14,14,"Parked Motor Vehicle",0,"The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",2,"Motor Vehicle Not In-Transport Within the Trafficway",0,"No",29,"Missouri",6,"Driverless/Motor Vehicle Parked/Stopped Off Roadway",22,"Pontiac",20,"Pontiac Grand Prix (FWD)",4,"4-door sedan, hardtop",2002,2002,"1G2WK52J52F2","1G2WK52J52F2",1,"G",2,"W","K",5,2,"J",5,2,"F",2,0,"No Trailing Units",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable (N/A)",1,"No",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not a Bus",0,"No Special Use",0,"Not Applicable",0,"No Underride or Override Noted",8,"8 Clock Point",8,"Not Reported",5,"Not Towed",14,"Parked Motor Vehicle",0,"None",0,"None",0,"No or Not Reported",0,777777777777,"No Trailing Units",777777777777,"No Trailing Units",777777777777,"No Trailing Units"
29,"Missouri",290097,5,1,0,"None",1,1,2,"February",23,"11:00pm-11:59pm",14,14,14,"Parked Motor Vehicle",0,"The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",2,"Motor Vehicle Not In-Transport Within the Trafficway",0,"No",99,"Reported as Unknown",6,"Driverless/Motor Vehicle Parked/Stopped Off Roadway",24,"Saturn",3,"Saturn SW",6,"Station Wagon (excluding van and truck based)",1999,1999,"1G8ZK8277XZ1","1G8ZK8277XZ1",1,"G",8,"Z","K",8,2,7,7,"X","Z",1,0,"No Trailing Units",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable (N/A)",1,"No",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not a Bus",0,"No Special Use",0,"Not Applicable",0,"No Underride or Override Noted",7,"7 Clock Point",8,"Not Reported",5,"Not Towed",14,"Parked Motor Vehicle",0,"None",0,"None",0,"No or Not Reported",0,777777777777,"No Trailing Units",777777777777,"No Trailing Units",777777777777,"No Trailing Units"
29,"Missouri",290217,2,1,0,"None",9,9,5,"May",14,"2:00pm-2:59pm",45,45,59,"Traffic Sign Support",0,"The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",3,"Motor Vehicle Not In-Transport Outside the Trafficway",0,"No",29,"Missouri",6,"Driverless/Motor Vehicle Parked/Stopped Off Roadway",12,"Ford",37,"Ford Focus",4,"4-door sedan, hardtop",2010,2010,"1FAHP3FN5AW1","1FAHP3FN5AW1",1,"F","A","H","P",3,"F","N",5,"A","W",1,0,"No Trailing Units",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable (N/A)",1,"No",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not a Bus",0,"No Special Use",0,"Not Applicable",0,"No Underride or Override Noted",11,"11 Clock Point",8,"Not Reported",5,"Not Towed",14,"Parked Motor Vehicle",0,"None",0,"None",0,"No or Not Reported",0,777777777777,"No Trailing Units",777777777777,"No Trailing Units",777777777777,"No Trailing Units"
29,"Missouri",290217,3,1,0,"None",9,9,5,"May",14,"2:00pm-2:59pm",45,45,59,"Traffic Sign Support",0,"The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",3,"Motor Vehicle Not In-Transport Outside the Trafficway",0,"No",92,"No Registration",6,"Driverless/Motor Vehicle Parked/Stopped Off Roadway",20,"Chevrolet",23,"Chevrolet HHR",6,"Station Wagon (excluding van and truck based)",2011,2011,"3GNBAAFW2BS6","3GNBAAFW2BS6",3,"G","N","B","A","A","F","W",2,"B","S",6,0,"No Trailing Units",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable (N/A)",1,"No",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not a Bus",0,"No Special Use",0,"Not Applicable",0,"No Underride or Override Noted",8,"8 Clock Point",8,"Not Reported",5,"Not Towed",14,"Parked Motor Vehicle",0,"None",0,"None",0,"No or Not Reported",0,777777777777,"No Trailing Units",777777777777,"No Trailing Units",777777777777,"No Trailing Units"
29,"Missouri",290222,2,1,4,4,23,23,3,"March",16,"4:00pm-4:59pm",44,44,14,"Parked Motor Vehicle",0,"The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",2,"Motor Vehicle Not In-Transport Within the Trafficway",0,"No",29,"Missouri",6,"Driverless/Motor Vehicle Parked/Stopped Off Roadway",20,"Chevrolet",28,"Chevrolet Sonic",5,"5-door/4-door hatchback",2012,2012,"1G1JA6SH7C41","1G1JA6SH7C41",1,"G",1,"J","A",6,"S","H",7,"C",4,1,0,"No Trailing Units",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable (N/A)",1,"No",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not a Bus",0,"No Special Use",0,"Not Applicable",0,"No Underride or Override Noted",9,"9 Clock Point",8,"Not Reported",5,"Not Towed",12,"Motor Vehicle In-Transport",0,"None",0,"None",0,"No or Not Reported",0,777777777777,"No Trailing Units",777777777777,"No Trailing Units",777777777777,"No Trailing Units"
29,"Missouri",290222,3,1,1,1,23,23,3,"March",16,"4:00pm-4:59pm",44,44,14,"Parked Motor Vehicle",0,"The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",2,"Motor Vehicle Not In-Transport Within the Trafficway",0,"No",17,"Illinois",6,"Driverless/Motor Vehicle Parked/Stopped Off Roadway",20,"Chevrolet",2,"Chevrolet Impala/Caprice (For SS from 2014 on, use 20-021.)",4,"4-door sedan, hardtop",2010,2010,"2G1WA5EK9A12","2G1WA5EK9A12",2,"G",1,"W","A",5,"E","K",9,"A",1,2,0,"No Trailing Units",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable (N/A)",1,"No",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not a Bus",0,"No Special Use",0,"Not Applicable",0,"No Underride or Override Noted",8,"8 Clock Point",8,"Not Reported",5,"Not Towed",12,"Motor Vehicle In-Transport",0,"None",0,"None",0,"No or Not Reported",0,777777777777,"No Trailing Units",777777777777,"No Trailing Units",777777777777,"No Trailing Units"
29,"Missouri",290222,4,1,0,"None",23,23,3,"March",16,"4:00pm-4:59pm",44,44,14,"Parked Motor Vehicle",0,"The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",2,"Motor Vehicle Not In-Transport Within the Trafficway",0,"No",29,"Missouri",6,"Driverless/Motor Vehicle Parked/Stopped Off Roadway",12,"Ford",481,"Ford F-Series pickup",34,"Light Pickup",2019,2019,"1FTEW1E45KFB","1FTEW1E45KFB",1,"F","T","E","W",1,"E",4,5,"K","F","B",0,"No Trailing Units",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable (N/A)",1,"No",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not a Bus",0,"No Special Use",0,"Not Applicable",0,"No Underride or Override Noted",8,"8 Clock Point",8,"Not Reported",5,"Not Towed",12,"Motor Vehicle In-Transport",0,"None",0,"None",0,"No or Not Reported",0,777777777777,"No Trailing Units",777777777777,"No Trailing Units",777777777777,"No Trailing Units"
29,"Missouri",290226,3,3,0,"None",4,4,5,"May",0,"0:00am-0:59am",10,10,12,"Motor Vehicle In-Transport",6,"Angle",2,"Motor Vehicle Not In-Transport Within the Trafficway",0,"No",17,"Illinois",6,"Driverless/Motor Vehicle Parked/Stopped Off Roadway",12,"Ford",424,"Ford Edge(For 2019 on.  For model years 2007-2018, see 12-024.)",15,"Large utility (ANSI D16.1 Utility Vehicle Categories and ""Full Size"" and ""Large"")",2019,2019,"2FMPK4K98KBB","2FMPK4K98KBB",2,"F","M","P","K",4,"K",9,8,"K","B","B",0,"No Trailing Units",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable (N/A)",1,"No",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not a Bus",0,"No Special Use",0,"Not Applicable",0,"No Underride or Override Noted",98,"Not Reported",8,"Not Reported",5,"Not Towed",14,"Parked Motor Vehicle",0,"None",0,"None",0,"No or Not Reported",0,777777777777,"No Trailing Units",777777777777,"No Trailing Units",777777777777,"No Trailing Units"
29,"Missouri",290226,4,3,0,"None",4,4,5,"May",0,"0:00am-0:59am",10,10,12,"Motor Vehicle In-Transport",6,"Angle",2,"Motor Vehicle Not In-Transport Within the Trafficway",0,"No",29,"Missouri",6,"Driverless/Motor Vehicle Parked/Stopped Off Roadway",12,"Ford",3,"Ford Mustang/Mustang II",2,"2-door sedan,hardtop,coupe",2012,2012,"1ZVBP8AMXC52","1ZVBP8AMXC52",1,"Z","V","B","P",8,"A","M","X","C",5,2,0,"No Trailing Units",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable (N/A)",1,"No",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not a Bus",0,"No Special Use",0,"Not Applicable",0,"No Underride or Override Noted",6,"6 Clock Point",8,"Not Reported",5,"Not Towed",14,"Parked Motor Vehicle",0,"None",0,"None",0,"No or Not Reported",0,777777777777,"No Trailing Units",777777777777,"No Trailing Units",777777777777,"No Trailing Units"
29,"Missouri",290226,6,3,0,"None",4,4,5,"May",0,"0:00am-0:59am",10,10,12,"Motor Vehicle In-Transport",6,"Angle",2,"Motor Vehicle Not In-Transport Within the Trafficway",0,"No",17,"Illinois",6,"Driverless/Motor Vehicle Parked/Stopped Off Roadway",34,"BMW",35,"BMW 5-series",4,"4-door sedan, hardtop",2004,2004,"WBANA73504B0","WBANA73504B0","W","B","A","N","A",7,3,5,0,4,"B",0,0,"No Trailing Units",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable (N/A)",1,"No",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not a Bus",0,"No Special Use",0,"Not Applicable",0,"No Underride or Override Noted",98,"Not Reported",8,"Not Reported",5,"Not Towed",14,"Parked Motor Vehicle",0,"None",0,"None",0,"No or Not Reported",0,777777777777,"No Trailing Units",777777777777,"No Trailing Units",777777777777,"No Trailing Units"
29,"Missouri",290226,7,3,0,"None",4,4,5,"May",0,"0:00am-0:59am",10,10,12,"Motor Vehicle In-Transport",6,"Angle",2,"Motor Vehicle Not In-Transport Within the Trafficway",0,"No",29,"Missouri",6,"Driverless/Motor Vehicle Parked/Stopped Off Roadway",20,"Chevrolet",2,"Chevrolet Impala/Caprice (For SS from 2014 on, use 20-021.)",4,"4-door sedan, hardtop",2018,2018,"2G1105S30J91","2G1105S30J91",2,"G",1,1,0,5,"S",3,0,"J",9,1,0,"No Trailing Units",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable (N/A)",1,"No",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not a Bus",0,"No Special Use",0,"Not Applicable",0,"No Underride or Override Noted",8,"8 Clock Point",8,"Not Reported",5,"Not Towed",14,"Parked Motor Vehicle",0,"None",0,"None",0,"No or Not Reported",0,777777777777,"No Trailing Units",777777777777,"No Trailing Units",777777777777,"No Trailing Units"
29,"Missouri",290226,8,3,1,1,4,4,5,"May",0,"0:00am-0:59am",10,10,12,"Motor Vehicle In-Transport",6,"Angle",2,"Motor Vehicle Not In-Transport Within the Trafficway",0,"No",21,"Kentucky",6,"Driverless/Motor Vehicle Parked/Stopped Off Roadway",18,"Buick / Opel",22,"Buick / Opel LaCrosse",4,"4-door sedan, hardtop",2005,2005,"2G4WD532X512","2G4WD532X512",2,"G",4,"W","D",5,3,2,"X",5,1,2,0,"No Trailing Units",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable (N/A)",1,"No",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not a Bus",0,"No Special Use",0,"Not Applicable",0,"No Underride or Override Noted",98,"Not Reported",8,"Not Reported",5,"Not Towed",14,"Parked Motor Vehicle",0,"None",0,"None",0,"No or Not Reported",0,777777777777,"No Trailing Units",777777777777,"No Trailing Units",777777777777,"No Trailing Units"
29,"Missouri",290236,2,1,0,"None",29,29,3,"March",1,"1:00am-1:59am",50,50,14,"Parked Motor Vehicle",0,"The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",2,"Motor Vehicle Not In-Transport Within the Trafficway",0,"No",29,"Missouri",6,"Driverless/Motor Vehicle Parked/Stopped Off Roadway",20,"Chevrolet",431,"Chevrolet Suburban (from 1950-2003;see 422 for 2004 on)",16,"Utility station wagon (includes suburban limousines, Suburban, Travellall, Grand Wagoneer)",1999,1999,"3GNFK16R1XG1","3GNFK16R1XG1",3,"G","N","F","K",1,6,"R",1,"X","G",1,0,"No Trailing Units",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable (N/A)",1,"No",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not a Bus",0,"No Special Use",0,"Not Applicable",0,"No Underride or Override Noted",6,"6 Clock Point",8,"Not Reported",5,"Not Towed",14,"Parked Motor Vehicle",0,"None",0,"None",0,"No or Not Reported",0,777777777777,"No Trailing Units",777777777777,"No Trailing Units",777777777777,"No Trailing Units"
29,"Missouri",290236,3,1,0,"None",29,29,3,"March",1,"1:00am-1:59am",50,50,14,"Parked Motor Vehicle",0,"The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",2,"Motor Vehicle Not In-Transport Within the Trafficway",0,"No",92,"No Registration",6,"Driverless/Motor Vehicle Parked/Stopped Off Roadway",19,"Cadillac",3,"Cadillac Deville/Fleetwood,Coupe de Ville, Sedan de Ville, Fleetwood Brougham, Fleetwood 60 Special, d`Elegan",9,"Other or Unknown automobile type",9999,"Unknown",999999999999,"Reported as Unknown",9,9,9,9,9,9,9,9,9,9,9,9,0,"No Trailing Units",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable (N/A)",1,"No",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not a Bus",0,"No Special Use",0,"Not Applicable",0,"No Underride or Override Noted",12,"12 Clock Point",8,"Not Reported",5,"Not Towed",14,"Parked Motor Vehicle",0,"None",0,"None",0,"No or Not Reported",0,777777777777,"No Trailing Units",777777777777,"No Trailing Units",777777777777,"No Trailing Units"
29,"Missouri",290236,4,1,0,"None",29,29,3,"March",1,"1:00am-1:59am",50,50,14,"Parked Motor Vehicle",0,"The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",2,"Motor Vehicle Not In-Transport Within the Trafficway",0,"No",29,"Missouri",6,"Driverless/Motor Vehicle Parked/Stopped Off Roadway",20,"Chevrolet",431,"Chevrolet Suburban (from 1950-2003;see 422 for 2004 on)",16,"Utility station wagon (includes suburban limousines, Suburban, Travellall, Grand Wagoneer)",1994,1994,"1GNEC16K9RJ4","1GNEC16K9RJ4",1,"G","N","E","C",1,6,"K",9,"R","J",4,0,"No Trailing Units",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable (N/A)",1,"No",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not a Bus",0,"No Special Use",0,"Not Applicable",0,"No Underride or Override Noted",12,"12 Clock Point",8,"Not Reported",5,"Not Towed",14,"Parked Motor Vehicle",0,"None",0,"None",0,"No or Not Reported",0,777777777777,"No Trailing Units",777777777777,"No Trailing Units",777777777777,"No Trailing Units"
29,"Missouri",290328,3,2,0,"None",1,1,7,"July",14,"2:00pm-2:59pm",39,39,12,"Motor Vehicle In-Transport",1,"Front-to-Rear",2,"Motor Vehicle Not In-Transport Within the Trafficway",0,"No",29,"Missouri",6,"Driverless/Motor Vehicle Parked/Stopped Off Roadway",14,"Mercury",15,"Mercury Topaz",4,"4-door sedan, hardtop",1993,1993,"2MEPM36X8PB6","2MEPM36X8PB6",2,"M","E","P","M",3,6,"X",8,"P","B",6,0,"No Trailing Units",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable (N/A)",1,"No",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not a Bus",0,"No Special Use",0,"Not Applicable",0,"No Underride or Override Noted",7,"7 Clock Point",6,"Disabling Damage",2,"Towed Due to Disabling Damage",12,"Motor Vehicle In-Transport",0,"None",0,"None",0,"No or Not Reported",0,777777777777,"No Trailing Units",777777777777,"No Trailing Units",777777777777,"No Trailing Units"
29,"Missouri",290517,2,1,0,"None",10,10,8,"August",6,"6:00am-6:59am",0,0,14,"Parked Motor Vehicle",0,"The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",3,"Motor Vehicle Not In-Transport Outside the Trafficway",0,"No",29,"Missouri",6,"Driverless/Motor Vehicle Parked/Stopped Off Roadway",12,"Ford",401,"Ford Bronco (thru 1977)/Bronco II/Explorer/Explorer Sport (Explorer for 1990-2018 only.  For model years 2019 on, see 12-425.)",14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",1998,1998,"1FMZU35P1WZC","1FMZU35P1WZC",1,"F","M","Z","U",3,5,"P",1,"W","Z","C",0,"No Trailing Units",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable (N/A)",1,"No",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not a Bus",0,"No Special Use",0,"Not Applicable",0,"No Underride or Override Noted",3,"3 Clock Point",8,"Not Reported",5,"Not Towed",12,"Motor Vehicle In-Transport",0,"None",0,"None",0,"No or Not Reported",0,777777777777,"No Trailing Units",777777777777,"No Trailing Units",777777777777,"No Trailing Units"
